deal_no,deal_dt,settle_dt,mature_dt,name,ext_name,code,name,name,country,isin,buy_sell, face_value ,bond_price,capitalpph,incomepph,settlepph,coupon
3418179,3/17/2020,3/19/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,BUY  ," 10,000,000.00 ",103.84,103.84,0,103.84,0
3545010,6/3/2020,6/5/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,BUY  ," 15,000,000.00 ",103.931,103.931,0,103.931,0
3549195,6/5/2020,6/9/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,SELL ," 10,000,000.00 ",102.99,102.99,0,102.99,0
3508158,5/12/2020,5/14/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,BUY  ," 10,000,000.00 ",104.973,104.973,0,104.973,0
3719706,9/18/2020,9/21/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,BUY  ," 10,000,000.00 ",105.11,105.11,0,105.11,0
3607989,7/10/2020,7/14/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,SELL ," 15,000,000.00 ",105.162,105.162,0,105.162,0
3625640,7/22/2020,7/24/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,BUY  ," 5,000,000.00 ",104.969,104.969,0,104.969,0
3625689,7/22/2020,7/24/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,BUY  ," 10,000,000.00 ",104.975,104.975,0,104.975,0
3664187,8/14/2020,8/18/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,SELL ," 15,000,000.00 ",104.353,104.353,0,104.353,0
3362352,2/6/2020,2/7/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,BUY  ," 15,000,000.00 ",103.53,103.53,0,103.53,0
3418180,3/17/2020,3/19/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,SELL ," 10,000,000.00 ",103.965,103.965,0,103.965,0
3398535,3/4/2020,3/6/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,BUY  ," 15,000,000.00 ",106.526,106.526,0,106.526,0
3397133,3/3/2020,3/5/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,SELL ," 5,000.00 ",106.204,106.204,0,106.204,0
3397243,3/3/2020,3/5/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,SELL ," 4,995,000.00 ",106.372,106.372,0,106.372,0
3407095,3/10/2020,3/12/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,SELL ," 5,000,000.00 ",107.812,107.812,0,107.812,0
3547221,6/4/2020,6/8/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,SELL ," 5,000,000.00 ",103.632,103.632,0,103.632,0
3518859,5/19/2020,5/21/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,SELL ," 10,000,000.00 ",104.798,104.798,0,104.798,0
3339323,1/21/2020,1/23/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,BUY  ," 10,000,000.00 ",102.302,102.302,0,102.302,0
3610184,7/13/2020,7/14/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,BUY  ," 15,000,000.00 ",104.875,104.875,0,104.875,0
3717752,9/17/2020,9/21/2020,2/15/2030,DE0001102499,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102499    ,SELL ," 10,000,000.00 ",104.979,104.979,0,104.979,0
3594072,7/2/2020,7/6/2020,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,SELL ," 5,000,000.00 ",104.333,104.333,0,104.333,0
3614521,7/15/2020,7/17/2020,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,SELL ," 15,000,000.00 ",104.623,104.623,0,104.623,0
3576292,6/23/2020,6/25/2020,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,SELL ," 10,000,000.00 ",104.323,104.323,0,104.323,0
3573974,6/22/2020,6/24/2020,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,BUY  ," 10,000,000.00 ",104.436,104.436,0,104.436,0
3601040,7/7/2020,7/9/2020,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,SELL ," 15,000,000.00 ",104.611,104.611,0,104.611,0
3809464,11/12/2020,11/16/2020,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,SELL ," 10,000,000.00 ",105.293,105.293,0,105.293,0
3945704,1/29/2021,2/2/2021,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,BUY  ," 15,000,000.00 ",105.44,105.44,0,105.44,0
3950968,2/2/2021,2/4/2021,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,SELL ," 15,000,000.00 ",105.259,105.259,0,105.259,0
3861289,12/11/2020,12/15/2020,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,SELL ," 5,000,000.00 ",106.253,106.253,0,106.253,0
3861704,12/11/2020,12/15/2020,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,SELL ," 10,000,000.00 ",106.397,106.397,0,106.397,0
4162463,6/4/2021,6/8/2021,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,SELL ," 15,000,000.00 ",102.166,102.166,0,102.166,0
4138555,5/21/2021,5/25/2021,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,SELL ," 35,000,000.00 ",101.548,101.548,0,101.548,0
4134328,5/19/2021,5/21/2021,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,BUY  ," 15,000,000.00 ",101.193,101.193,0,101.193,0
4138230,5/21/2021,5/25/2021,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,BUY  ," 20,000,000.00 ",101.456,101.456,0,101.456,0
4434268,11/5/2021,11/9/2021,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,SELL ," 10,000,000.00 ",102.935,102.935,0,102.935,0
4438797,11/9/2021,11/11/2021,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,BUY  ," 15,000,000.00 ",102.927,102.927,0,102.927,0
3588688,6/30/2020,7/2/2020,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,BUY  ," 20,000,000.00 ",104.947,104.947,0,104.947,0
3614592,7/15/2020,7/17/2020,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,BUY  ," 15,000,000.00 ",104.542,104.542,0,104.542,0
3802717,11/9/2020,11/11/2020,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,BUY  ," 10,000,000.00 ",105.557,105.557,0,105.557,0
3859388,12/10/2020,12/14/2020,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,BUY  ," 15,000,000.00 ",105.985,105.985,0,105.985,0
3945697,1/29/2021,2/2/2021,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,SELL ," 15,000,000.00 ",105.565,105.565,0,105.565,0
3950995,2/2/2021,2/3/2021,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,BUY  ," 15,000,000.00 ",105.18,105.18,0,105.18,0
4143925,5/25/2021,5/27/2021,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,BUY  ," 15,000,000.00 ",101.828,101.828,0,101.828,0
4434269,11/5/2021,11/9/2021,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,BUY  ," 10,000,000.00 ",102.854,102.854,0,102.854,0
4438824,11/9/2021,11/11/2021,8/15/2030,DE0001102507,DBR 0.00% 20-2030,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102507    ,SELL ," 15,000,000.00 ",103.022,103.022,0,103.022,0
3795580,11/4/2020,11/6/2020,11/15/2027,DE0001102523,DBR 0% 20-2027,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102523    ,SELL ," 10,000,000.00 ",105.593,105.593,0,105.593,0
3715862,9/16/2020,9/18/2020,11/15/2027,DE0001102523,DBR 0% 20-2027,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102523    ,BUY  ," 30,000,000.00 ",104.65,104.65,0,104.65,0
3781649,10/27/2020,10/29/2020,11/15/2027,DE0001102523,DBR 0% 20-2027,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102523    ,SELL ," 10,000,000.00 ",105.321,105.321,0,105.321,0
3783668,10/28/2020,10/30/2020,11/15/2027,DE0001102523,DBR 0% 20-2027,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102523    ,SELL ," 5,000,000.00 ",105.541,105.541,0,105.541,0
3786357,10/29/2020,11/2/2020,11/15/2027,DE0001102523,DBR 0% 20-2027,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102523    ,SELL ," 5,000,000.00 ",105.445,105.445,0,105.445,0
3930889,1/21/2021,1/25/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,BUY  ," 15,000,000.00 ",105.077,105.077,0,105.077,0
3914109,1/12/2021,1/14/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 15,000,000.00 ",105.031,105.031,0,105.031,0
3950999,2/2/2021,2/3/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 15,000,000.00 ",105.122,105.122,0,105.122,0
3951042,2/2/2021,2/4/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 10,000,000.00 ",105.17,105.17,0,105.17,0
3958437,2/5/2021,2/9/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,BUY  ," 15,000,000.00 ",104.369,104.369,0,104.369,0
3963467,2/9/2021,2/11/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 10,000,000.00 ",104.529,104.529,0,104.529,0
4043923,3/26/2021,3/29/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,BUY  ," 25,000,000.00 ",103.597,103.597,0,103.597,0
4055011,3/26/2021,3/30/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 10,000,000.00 ",103.697,103.697,0,103.697,0
4451190,11/16/2021,11/18/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,BUY  ," 20,000,000.00 ",102.534,102.534,0,102.534,0
4455909,11/18/2021,11/22/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 10,000,000.00 ",102.929,102.929,0,102.929,0
4414790,10/26/2021,10/28/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 15,000,000.00 ",101.643,101.643,0,101.643,0
4429478,11/3/2021,11/5/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,BUY  ," 15,000,000.00 ",101.991,101.991,0,101.991,0
4409689,10/22/2021,10/26/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 15,000,000.00 ",101.281,101.281,0,101.281,0
4409849,10/22/2021,10/26/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,BUY  ," 15,000,000.00 ",101.182,101.182,0,101.182,0
3945984,1/29/2021,2/2/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,BUY  ," 15,000,000.00 ",105.127,105.127,0,105.127,0
3904318,1/6/2021,1/8/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,BUY  ," 15,000,000.00 ",105.349,105.349,0,105.349,0
3941044,1/27/2021,1/29/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 5,000,000.00 ",105.519,105.519,0,105.519,0
4172446,6/10/2021,6/14/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,BUY  ," 15,000,000.00 ",102.316,102.316,0,102.316,0
4041367,3/25/2021,3/29/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 15,000,000.00 ",103.722,103.722,0,103.722,0
3926127,1/19/2021,1/21/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,BUY  ," 15,000,000.00 ",105.332,105.332,0,105.332,0
3965396,2/10/2021,2/12/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 10,000,000.00 ",104.564,104.564,0,104.564,0
3967585,2/11/2021,2/15/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 10,000,000.00 ",104.85,104.85,0,104.85,0
3997565,3/1/2021,3/3/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 5,000,000.00 ",103.442,103.442,0,103.442,0
4002213,3/3/2021,3/5/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 10,000,000.00 ",103.37,103.37,0,103.37,0
3986646,2/23/2021,2/25/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,BUY  ," 15,000,000.00 ",103.141,103.141,0,103.141,0
4072052,4/13/2021,4/15/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,BUY  ," 10,000,000.00 ",102.78,102.78,0,102.78,0
4072053,4/13/2021,4/15/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 20,000,000.00 ",102.867,102.867,0,102.867,0
4072062,4/13/2021,4/15/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,BUY  ," 10,000,000.00 ",102.882,102.882,0,102.882,0
4405107,10/20/2021,10/22/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,BUY  ," 15,000,000.00 ",101.575,101.575,0,101.575,0
4179129,6/15/2021,6/17/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 15,000,000.00 ",102.369,102.369,0,102.369,0
4443871,11/11/2021,11/15/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 15,000,000.00 ",102.639,102.639,0,102.639,0
4460411,11/22/2021,11/24/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 10,000,000.00 ",103.711,103.711,0,103.711,0
4496259,12/10/2021,12/14/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,BUY  ," 20,000,000.00 ",103.605,103.605,0,103.605,0
4501005,12/14/2021,12/16/2021,2/15/2031,DE0001102531,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102531    ,SELL ," 20,000,000.00 ",103.952,103.952,0,103.952,0
4478115,12/1/2021,12/3/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,SELL ," 15,000,000.00 ",103.235,103.235,0,103.235,0
4465872,11/24/2021,11/26/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,SELL ," 10,000,000.00 ",102.25,102.25,0,102.25,0
4470569,11/26/2021,11/30/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,BUY  ," 15,000,000.00 ",103.093,103.093,0,103.093,0
4339126,9/14/2021,9/16/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,BUY  ," 20,000,000.00 ",103.164,103.164,0,103.164,0
4183090,6/17/2021,6/21/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,BUY  ," 15,000,000.00 ",101.599,101.599,0,101.599,0
4204560,6/30/2021,7/2/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,SELL ," 15,000,000.00 ",101.771,101.771,0,101.771,0
4397488,10/15/2021,10/19/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,SELL ," 30,000,000.00 ",101.676,101.676,0,101.676,0
4391151,10/12/2021,10/14/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,BUY  ," 20,000,000.00 ",101.3,101.3,0,101.3,0
4353875,9/22/2021,9/24/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,SELL ," 15,000,000.00 ",103.199,103.199,0,103.199,0
4385738,10/8/2021,10/12/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,SELL ," 10,000,000.00 ",101.624,101.624,0,101.624,0
4388571,10/11/2021,10/13/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,BUY  ," 20,000,000.00 ",101.288,101.288,0,101.288,0
4370666,9/30/2021,10/4/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,BUY  ," 15,000,000.00 ",101.996,101.996,0,101.996,0
4391281,10/12/2021,10/14/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,SELL ," 10,000,000.00 ",101.136,101.136,0,101.136,0
4465868,11/24/2021,11/26/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,BUY  ," 10,000,000.00 ",102.123,102.123,0,102.123,0
4460414,11/22/2021,11/24/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,SELL ," 20,000,000.00 ",103.421,103.421,0,103.421,0
4455902,11/18/2021,11/22/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,BUY  ," 20,000,000.00 ",102.562,102.562,0,102.562,0
4351633,9/21/2021,9/23/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,BUY  ," 15,000,000.00 ",103.364,103.364,0,103.364,0
4345942,9/17/2021,9/21/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,SELL ," 10,000,000.00 ",102.95,102.95,0,102.95,0
4345948,9/17/2021,9/21/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,BUY  ," 20,000,000.00 ",102.85,102.85,0,102.85,0
4345967,9/17/2021,9/21/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,SELL ," 5,000,000.00 ",102.879,102.879,0,102.879,0
4353445,9/22/2021,9/24/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,SELL ," 25,000,000.00 ",103.128,103.128,0,103.128,0
4381030,10/6/2021,10/8/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,SELL ," 10,000,000.00 ",101.601,101.601,0,101.601,0
4381055,10/6/2021,10/8/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,SELL ," 5,000,000.00 ",101.536,101.536,0,101.536,0
4381056,10/6/2021,10/8/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,BUY  ," 20,000,000.00 ",101.496,101.496,0,101.496,0
4383421,10/7/2021,10/11/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,SELL ," 10,000,000.00 ",101.914,101.914,0,101.914,0
4185216,6/18/2021,6/22/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,BUY  ," 15,000,000.00 ",102.004,102.004,0,102.004,0
4192385,6/23/2021,6/25/2021,8/15/2031,DE0001102564,DBR 0.00% 21-2031,RENT1     ,Trade Strategies         ,Bondsrep ber                       ,DE        ,DE0001102564    ,SELL ," 15,000,000.00 ",101.785,101.785,0,101.785,0
3770129,10/20/2020,10/22/2020,12/15/2027,DE000A289F29,KFW 0.00% 20-2027,RENT1     ,Trade Strategies         ,KFW BANKENGRUPPE BRL               ,DE        ,DE000A289F29    ,SELL ," 10,500,000.00 ",103.907,103.907,0,103.907,0
3759949,10/13/2020,10/20/2020,12/15/2027,DE000A289F29,KFW 0.00% 20-2027,RENT1     ,Trade Strategies         ,KFW BANKENGRUPPE BRL               ,DE        ,DE000A289F29    ,BUY  ," 10,500,000.00 ",103.531,103.531,0,103.531,0
2898631,1/23/2019,1/30/2019,1/30/2029,DE000A2G9HL9,DZ HYP 0.875% 19-2029,RENT1     ,Trade Strategies         ,DZ HYP AG                          ,DE        ,DE000A2G9HL9    ,BUY  ," 5,000,000.00 ",99.943,99.943,0,99.943,0.875
