deal_no,deal_dt,settle_dt,mature_dt,name,ext_name,code,name,name,country,isin,buy_sell, face_value ,bond_price,capitalpph,incomepph,settlepph,coupon
2950304,3/8/2019,3/12/2019,1/30/2029,DE000A2G9HL9,DZ HYP 0.875% 19-2029,RENT1     ,Trade Strategies         ,DZ HYP AG                          ,DE        ,DE000A2G9HL9    ,SELL ," 2,500,000.00 ",102.731,102.731,0.098287671,102.8292877,0.875
2961473,3/20/2019,3/22/2019,1/30/2029,DE000A2G9HL9,DZ HYP 0.875% 19-2029,RENT1     ,Trade Strategies         ,DZ HYP AG                          ,DE        ,DE000A2G9HL9    ,SELL ," 2,500,000.00 ",102.579,102.579,0.122260274,102.7012603,0.875
2882163,1/8/2019,1/15/2019,1/15/2029,DE000A2LQSN2,KFW 0.75% 19-2029,RENT1     ,Trade Strategies         ,KFW BANKENGRUPPE BRL               ,DE        ,DE000A2LQSN2    ,BUY  ," 11,500,000.00 ",99.981,99.981,0,99.981,0.75
2882162,1/8/2019,1/15/2019,1/15/2029,DE000A2LQSN2,KFW 0.75% 19-2029,RENT1     ,Trade Strategies         ,KFW BANKENGRUPPE BRL               ,DE        ,DE000A2LQSN2    ,BUY  ," 3,500,000.00 ",99.981,99.981,0,99.981,0.75
2882161,1/9/2019,1/15/2019,1/15/2029,DE000A2LQSN2,KFW 0.75% 19-2029,RENT1     ,Trade Strategies         ,KFW BANKENGRUPPE BRL               ,DE        ,DE000A2LQSN2    ,SELL ," 7,500,000.00 ",100.125,100.125,0,100.125,0.75
2885583,1/11/2019,1/15/2019,1/15/2029,DE000A2LQSN2,KFW 0.75% 19-2029,RENT1     ,Trade Strategies         ,KFW BANKENGRUPPE BRL               ,DE        ,DE000A2LQSN2    ,SELL ," 7,500,000.00 ",100.69,100.69,0,100.69,0.75
2905327,1/29/2019,2/5/2019,4/2/2024,DE000A2LQSP7,KFW 0.0% 19-2024,RENT1     ,Trade Strategies         ,KFW BANKENGRUPPE BRL               ,DE        ,DE000A2LQSP7    ,BUY  ," 10,000,000.00 ",99.933,99.933,0,99.933,0
2913223,2/5/2019,2/7/2019,4/2/2024,DE000A2LQSP7,KFW 0.0% 19-2024,RENT1     ,Trade Strategies         ,KFW BANKENGRUPPE BRL               ,DE        ,DE000A2LQSP7    ,SELL ," 10,000,000.00 ",100.055,100.055,0,100.055,0
4293106,8/18/2021,8/25/2021,11/9/2028,DE000A3E5LU1,KFW 0.0% 21-2028,RENT1     ,Trade Strategies         ,KFW BANKENGRUPPE BRL               ,DE        ,DE000A3E5LU1    ,BUY  ," 19,000,000.00 ",103.065,103.065,0,103.065,0
4293700,8/19/2021,8/25/2021,11/9/2028,DE000A3E5LU1,KFW 0.0% 21-2028,RENT1     ,Trade Strategies         ,KFW BANKENGRUPPE BRL               ,DE        ,DE000A3E5LU1    ,SELL ," 4,000,000.00 ",103.106,103.106,0,103.106,0
4303365,8/25/2021,8/27/2021,11/9/2028,DE000A3E5LU1,KFW 0.0% 21-2028,RENT1     ,Trade Strategies         ,KFW BANKENGRUPPE BRL               ,DE        ,DE000A3E5LU1    ,SELL ," 5,000,000.00 ",103.085,103.085,0,103.085,0
4300798,8/24/2021,8/26/2021,11/9/2028,DE000A3E5LU1,KFW 0.0% 21-2028,RENT1     ,Trade Strategies         ,KFW BANKENGRUPPE BRL               ,DE        ,DE000A3E5LU1    ,SELL ," 10,000,000.00 ",103.192,103.192,0,103.192,0
2948609,3/6/2019,3/13/2019,3/13/2026,DE000NRW0LN6,NRW 0.25% 19-2026,RENT1     ,Trade Strategies         ,LAND NORDRHEIN-WESTFALEN           ,DE        ,DE000NRW0LZ0    ,BUY  ," 12,000,000.00 ",99.896,99.896,0,99.896,0.25
2950305,3/8/2019,3/13/2019,3/13/2026,DE000NRW0LN6,NRW 0.25% 19-2026,RENT1     ,Trade Strategies         ,LAND NORDRHEIN-WESTFALEN           ,DE        ,DE000NRW0LZ0    ,SELL ," 2,000,000.00 ",100.481,100.481,0,100.481,0.25
2950322,3/8/2019,3/13/2019,3/13/2026,DE000NRW0LN6,NRW 0.25% 19-2026,RENT1     ,Trade Strategies         ,LAND NORDRHEIN-WESTFALEN           ,DE        ,DE000NRW0LZ0    ,SELL ," 5,000,000.00 ",100.478,100.478,0,100.478,0.25
2948719,3/7/2019,3/13/2019,3/13/2026,DE000NRW0LN6,NRW 0.25% 19-2026,RENT1     ,Trade Strategies         ,LAND NORDRHEIN-WESTFALEN           ,DE        ,DE000NRW0LZ0    ,SELL ," 5,000,000.00 ",100.01,100.01,0,100.01,0.25
3005600,4/30/2019,5/3/2019,4/30/2029,ES0000012E51,Spain 1.45% 19-2029,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012E51    ,BUY  ," 5,000,000.00 ",104.155,104.155,0.011885246,104.1668852,1.45
3014074,5/8/2019,5/10/2019,4/30/2029,ES0000012E51,Spain 1.45% 19-2029,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012E51    ,SELL ," 5,000,000.00 ",104.723,104.723,0.039617486,104.7626175,1.45
3276504,12/3/2019,12/5/2019,10/31/2029,ES0000012F43,Spain 0.6% 19-2029,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012F43    ,SELL ," 5,000,000.00 ",101.299,101.299,0.057377049,101.356377,0.6
3289340,12/12/2019,12/16/2019,10/31/2029,ES0000012F43,Spain 0.6% 19-2029,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012F43    ,BUY  ," 5,000,000.00 ",101.826,101.826,0.075409836,101.9014098,0.6
3319157,1/6/2020,1/8/2020,10/31/2029,ES0000012F43,Spain 0.6% 19-2029,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012F43    ,SELL ," 10,000,000.00 ",101.955,101.955,0.113114754,102.0681148,0.6
3276474,12/3/2019,12/5/2019,10/31/2029,ES0000012F43,Spain 0.6% 19-2029,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012F43    ,BUY  ," 10,000,000.00 ",101.027,101.027,0.057377049,101.084377,0.6
3369827,2/12/2020,2/14/2020,4/30/2030,ES0000012F76,Spain 0.5% 20-2030,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012F76    ,SELL ," 5,000,000.00 ",101.866,101.866,0.032786885,101.8987869,0.5
3331873,1/14/2020,1/21/2020,4/30/2030,ES0000012F76,Spain 0.5% 20-2030,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012F76    ,BUY  ," 7,980,000.00 ",99.751,99.751,0,99.751,0.5
3786277,10/29/2020,11/2/2020,4/30/2030,ES0000012F76,Spain 0.5% 20-2030,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012F76    ,BUY  ," 5,000,000.00 ",103.798,103.798,0.254794521,104.0527945,0.5
3354559,1/31/2020,2/4/2020,4/30/2030,ES0000012F76,Spain 0.5% 20-2030,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012F76    ,BUY  ," 2,020,000.00 ",101.956,101.956,0.019125683,101.9751257,0.5
3368010,2/11/2020,2/13/2020,4/30/2030,ES0000012F76,Spain 0.5% 20-2030,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012F76    ,SELL ," 5,000,000.00 ",101.809,101.809,0.031420765,101.8404208,0.5
3795575,11/4/2020,11/6/2020,4/30/2030,ES0000012F76,Spain 0.5% 20-2030,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012F76    ,SELL ," 5,000,000.00 ",104.502,104.502,0.260273973,104.762274,0.5
3598877,7/6/2020,7/8/2020,10/31/2030,ES0000012G34,Spain 1.25% 20-2030,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012G34    ,SELL ," 5,000,000.00 ",108.235,108.235,0.235655738,108.4706557,1.25
3594099,7/2/2020,7/6/2020,10/31/2030,ES0000012G34,Spain 1.25% 20-2030,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012G34    ,BUY  ," 5,000,000.00 ",108.06,108.06,0.228825137,108.2888251,1.25
3979363,2/18/2021,2/22/2021,10/31/2030,ES0000012G34,Spain 1.25% 20-2030,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012G34    ,SELL ," 10,000,000.00 ",109.423,109.423,0.390410959,109.813411,1.25
4000003,3/2/2021,3/4/2021,10/31/2030,ES0000012G34,Spain 1.25% 20-2030,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012G34    ,BUY  ," 10,000,000.00 ",109.127,109.127,0.424657534,109.5516575,1.25
4006946,3/5/2021,3/9/2021,10/31/2030,ES0000012G34,Spain 1.25% 20-2030,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012G34    ,BUY  ," 9,900,000.00 ",108.519,108.519,0.441780822,108.9607808,1.25
4006947,3/5/2021,3/9/2021,10/31/2030,ES0000012G34,Spain 1.25% 20-2030,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012G34    ,SELL ," 9,910,000.00 ",108.687,108.687,0.441780822,109.1287808,1.25
3786288,10/29/2020,11/2/2020,10/31/2030,ES0000012G34,Spain 1.25% 20-2030,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012G34    ,SELL ," 5,000,000.00 ",111.024,111.024,0.006849315,111.0308493,1.25
3770500,10/20/2020,10/22/2020,10/31/2030,ES0000012G34,Spain 1.25% 20-2030,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012G34    ,BUY  ," 5,000,000.00 ",110.599,110.599,0.597677596,111.1966776,1.25
4006941,3/5/2021,3/9/2021,10/31/2030,ES0000012G34,Spain 1.25% 20-2030,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012G34    ,BUY  ," 10,000.00 ",108.756,108.756,0.441780822,109.1977808,1.25
4072195,4/13/2021,4/15/2021,4/30/2031,ES0000012H41,Spain 0.10% 21-2031,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012H41    ,BUY  ," 5,000,000.00 ",97.175,97.175,0.023287671,97.19828767,0.1
4072197,4/13/2021,4/15/2021,4/30/2031,ES0000012H41,Spain 0.10% 21-2031,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012H41    ,BUY  ," 5,000,000.00 ",97.194,97.194,0.023287671,97.21728767,0.1
3958307,2/5/2021,2/9/2021,4/30/2031,ES0000012H41,Spain 0.10% 21-2031,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012H41    ,BUY  ," 5,000,000.00 ",99.169,99.169,0.005479452,99.17447945,0.1
4116298,5/7/2021,5/11/2021,4/30/2031,ES0000012H41,Spain 0.10% 21-2031,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012H41    ,BUY  ," 10,000,000.00 ",96.234,96.234,0.003013699,96.2370137,0.1
4116299,5/7/2021,5/11/2021,4/30/2031,ES0000012H41,Spain 0.10% 21-2031,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012H41    ,SELL ," 2,500,000.00 ",96.472,96.472,0.003013699,96.4750137,0.1
4091641,4/23/2021,4/27/2021,4/30/2031,ES0000012H41,Spain 0.10% 21-2031,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012H41    ,SELL ," 7,500,000.00 ",97.281,97.281,0.026575342,97.30757534,0.1
3953879,2/3/2021,2/5/2021,4/30/2031,ES0000012H41,Spain 0.10% 21-2031,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012H41    ,SELL ," 10,000,000.00 ",99.389,99.389,0.004383562,99.39338356,0.1
3953524,2/3/2021,2/5/2021,4/30/2031,ES0000012H41,Spain 0.10% 21-2031,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012H41    ,SELL ," 2,500,000.00 ",99.314,99.314,0.004383562,99.31838356,0.1
3953884,2/3/2021,2/5/2021,4/30/2031,ES0000012H41,Spain 0.10% 21-2031,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012H41    ,BUY  ," 10,000,000.00 ",99.307,99.307,0.004383562,99.31138356,0.1
3930904,1/21/2021,1/25/2021,4/30/2031,ES0000012H41,Spain 0.10% 21-2031,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012H41    ,SELL ," 5,000,000.00 ",99.476,99.476,0.001369863,99.47736986,0.1
3933110,1/22/2021,1/26/2021,4/30/2031,ES0000012H41,Spain 0.10% 21-2031,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012H41    ,SELL ," 7,500,000.00 ",99.253,99.253,0.001643836,99.25464384,0.1
4204620,6/30/2021,7/2/2021,10/31/2031,ES0000012I32,Spain 0.50% 21-2031,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012I32    ,SELL ," 8,000,000.00 ",99.817,99.817,0.004109589,99.82110959,0.5
4236648,7/19/2021,7/20/2021,10/31/2031,ES0000012I32,Spain 0.50% 21-2031,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012I32    ,BUY  ," 7,500,000.00 ",101.41,101.41,0.028767123,101.4387671,0.5
4192042,6/22/2021,6/29/2021,10/31/2031,ES0000012I32,Spain 0.50% 21-2031,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012I32    ,BUY  ," 8,000,000.00 ",99.579,99.579,0,99.579,0.5
4286599,8/16/2021,8/18/2021,10/31/2031,ES0000012I32,Spain 0.50% 21-2031,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012I32    ,SELL ," 5,000,000.00 ",102.86,102.86,0.068493151,102.9284932,0.5
4246976,7/23/2021,7/27/2021,10/31/2031,ES0000012I32,Spain 0.50% 21-2031,RENT1     ,Trade Strategies         ,SPAIN                              ,ES        ,ES0000012I32    ,SELL ," 2,500,000.00 ",102.127,102.127,0.038356164,102.1653562,0.5
3603233,7/7/2020,7/15/2020,10/15/2025,EU000A1G0EJ9,EFSF 0.00% 20-2025,RENT1     ,Trade Strategies         ,EFSF                               ,LU        ,EU000A1G0EJ9    ,BUY  ," 17,500,000.00 ",102.267,102.267,0,102.267,0
3605374,7/9/2020,7/15/2020,10/15/2025,EU000A1G0EJ9,EFSF 0.00% 20-2025,RENT1     ,Trade Strategies         ,EFSF                               ,LU        ,EU000A1G0EJ9    ,SELL ," 5,000,000.00 ",102.4,102.4,0,102.4,0
3603277,7/8/2020,7/15/2020,10/15/2025,EU000A1G0EJ9,EFSF 0.00% 20-2025,RENT1     ,Trade Strategies         ,EFSF                               ,LU        ,EU000A1G0EJ9    ,SELL ," 2,500,000.00 ",102.39,102.39,0,102.39,0
3607341,7/10/2020,7/15/2020,10/15/2025,EU000A1G0EJ9,EFSF 0.00% 20-2025,RENT1     ,Trade Strategies         ,EFSF                               ,LU        ,EU000A1G0EJ9    ,SELL ," 10,000,000.00 ",102.457,102.457,0,102.457,0
3750010,10/6/2020,10/13/2020,10/13/2027,EU000A1G0EK7,EFSF 0.00% 20-2027,RENT1     ,Trade Strategies         ,EFSF                               ,LU        ,EU000A1G0EK7    ,BUY  ," 7,500,000.00 ",102.809,102.809,0,102.809,0
3754949,10/9/2020,10/13/2020,10/13/2027,EU000A1G0EK7,EFSF 0.00% 20-2027,RENT1     ,Trade Strategies         ,EFSF                               ,LU        ,EU000A1G0EK7    ,SELL ," 7,500,000.00 ",103.181,103.181,0,103.181,0
3914513,1/12/2021,1/18/2021,1/20/2031,EU000A1G0EL5,EFSF 0.00% 21-2031,RENT1     ,Trade Strategies         ,EFSF                               ,LU        ,EU000A1G0EL5    ,SELL ," 4,000,000.00 ",103.448,103.448,0,103.448,0
3913975,1/11/2021,1/18/2021,1/20/2031,EU000A1G0EL5,EFSF 0.00% 21-2031,RENT1     ,Trade Strategies         ,EFSF                               ,LU        ,EU000A1G0EL5    ,BUY  ," 6,500,000.00 ",103.228,103.228,0,103.228,0
3916449,1/13/2021,1/18/2021,1/20/2031,EU000A1G0EL5,EFSF 0.00% 21-2031,RENT1     ,Trade Strategies         ,EFSF                               ,LU        ,EU000A1G0EL5    ,SELL ," 2,500,000.00 ",103.635,103.635,0,103.635,0
3506180,5/11/2020,5/18/2020,9/5/2028,EU000A1Z99F0             ,ESM 0.75% 18-2028,RENT1     ,Trade Strategies         ,EUROPEAN STABILITY MECHANISM       ,LU        ,EU000A1Z99F0    ,BUY  ," 7,500,000.00 ",107.497,107.497,0.524590164,108.0215902,0.75
3516757,5/18/2020,5/20/2020,9/5/2028,EU000A1Z99F0             ,ESM 0.75% 18-2028,RENT1     ,Trade Strategies         ,EUROPEAN STABILITY MECHANISM       ,LU        ,EU000A1Z99F0    ,SELL ," 7,500,000.00 ",108.456,108.456,0.528688525,108.9846885,0.75
2935804,2/25/2019,3/5/2019,3/5/2029,EU000A1Z99H6,ESM 0.50% 19-2029,RENT1     ,Trade Strategies         ,EUROPEAN STABILITY MECHANISM       ,LU        ,EU000A1Z99H6    ,BUY  ," 1,750,000.00 ",99.37,99.37,0,99.37,0.5
2938842,2/27/2019,3/5/2019,3/5/2029,EU000A1Z99H6,ESM 0.50% 19-2029,RENT1     ,Trade Strategies         ,EUROPEAN STABILITY MECHANISM       ,LU        ,EU000A1Z99H6    ,SELL ," 1,750,000.00 ",99.573,99.573,0,99.573,0.5
3394918,3/2/2020,3/4/2020,3/4/2030,EU000A1Z99L8,ESM 0.01% 20-2030,RENT1     ,Trade Strategies         ,EUROPEAN STABILITY MECHANISM       ,LU        ,EU000A1Z99L8    ,SELL ," 5,000,000.00 ",103.004,103.004,0,103.004,0.01
3386994,2/25/2020,3/4/2020,3/4/2030,EU000A1Z99L8,ESM 0.01% 20-2030,RENT1     ,Trade Strategies         ,EUROPEAN STABILITY MECHANISM       ,LU        ,EU000A1Z99L8    ,BUY  ," 15,000,000.00 ",102.297,102.297,0,102.297,0.01
3390611,2/27/2020,3/4/2020,3/4/2030,EU000A1Z99L8,ESM 0.01% 20-2030,RENT1     ,Trade Strategies         ,EUROPEAN STABILITY MECHANISM       ,LU        ,EU000A1Z99L8    ,SELL ," 5,000,000.00 ",102.127,102.127,0,102.127,0.01
3392348,2/28/2020,3/4/2020,3/4/2030,EU000A1Z99L8,ESM 0.01% 20-2030,RENT1     ,Trade Strategies         ,EUROPEAN STABILITY MECHANISM       ,LU        ,EU000A1Z99L8    ,SELL ," 5,000,000.00 ",102.501,102.501,0,102.501,0.01
3773869,10/22/2020,10/26/2020,12/16/2024,EU000A1Z99M6,ESM 0.00% 20-2024,RENT1     ,Trade Strategies         ,EUROPEAN STABILITY MECHANISM       ,LU        ,EU000A1Z99M6    ,SELL ," 8,000,000.00 ",102.627,102.627,0,102.627,0
3768510,10/19/2020,10/26/2020,12/16/2024,EU000A1Z99M6,ESM 0.00% 20-2024,RENT1     ,Trade Strategies         ,EUROPEAN STABILITY MECHANISM       ,LU        ,EU000A1Z99M6    ,BUY  ," 8,000,000.00 ",102.446,102.446,0,102.446,0
3771733,10/20/2020,10/27/2020,10/4/2030,EU000A283859,EU 0.00% 20-2030,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A283859    ,BUY  ," 6,000,000.00 ",102.396,102.396,0,102.396,0
3795574,11/4/2020,11/6/2020,10/4/2030,EU000A283859,EU 0.00% 20-2030,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A283859    ,SELL ," 6,000,000.00 ",103.975,103.975,0,103.975,0
3809409,11/12/2020,11/17/2020,11/4/2025,EU000A284451,EU 0.00% 20-2025,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A284451    ,SELL ," 4,500,000.00 ",102.91157,102.91157,0,102.91157,0
3806785,11/10/2020,11/17/2020,11/4/2025,EU000A284451,EU 0.00% 20-2025,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A284451    ,BUY  ," 4,500,000.00 ",102.566,102.566,0,102.566,0
3806796,11/10/2020,11/17/2020,11/4/2050,EU000A284469,EU 0.30% 20-2050,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A284469    ,BUY  ," 1,100,000.00 ",99.515,99.515,0,99.515,0.3
3807123,11/11/2020,11/17/2020,11/4/2050,EU000A284469,EU 0.30% 20-2050,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A284469    ,SELL ," 1,100,000.00 ",101.8,101.8,0,101.8,0.3
3858992,12/10/2020,12/14/2020,7/4/2035,EU000A285VM2,EU 0.0% 20-2035,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A285VM2    ,SELL ," 5,000,000.00 ",103.651,103.651,0,103.651,0
3856704,12/9/2020,12/11/2020,7/4/2035,EU000A285VM2,EU 0.0% 20-2035,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A285VM2    ,SELL ," 2,500,000.00 ",103.16,103.16,0,103.16,0
3830858,11/24/2020,12/1/2020,7/4/2035,EU000A285VM2,EU 0.0% 20-2035,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A285VM2    ,BUY  ," 12,500,000.00 ",101.5,101.5,0,101.5,0
3858779,12/10/2020,12/14/2020,7/4/2035,EU000A285VM2,EU 0.0% 20-2035,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A285VM2    ,SELL ," 2,500,000.00 ",103.57769,103.57769,0,103.57769,0
3833550,11/26/2020,12/1/2020,7/4/2035,EU000A285VM2,EU 0.0% 20-2035,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A285VM2    ,SELL ," 2,500,000.00 ",102.216,102.216,0,102.216,0
3940755,1/26/2021,2/2/2021,6/2/2028,EU000A287074,EU 0.00% 21-2028,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A287074    ,BUY  ," 14,000,000.00 ",103.719,103.719,0,103.719,0
3958230,2/5/2021,2/9/2021,6/2/2028,EU000A287074,EU 0.00% 21-2028,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A287074    ,SELL ," 14,000,000.00 ",103.336,103.336,0,103.336,0
3546957,6/3/2020,6/10/2020,6/10/2035,EU000A28X702,EU 0.125% 20-2035,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A28X702    ,BUY  ," 1,500,000.00 ",99.467,99.467,0,99.467,0.125
3546974,6/4/2020,6/10/2020,6/10/2035,EU000A28X702,EU 0.125% 20-2035,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A28X702    ,SELL ," 1,500,000.00 ",99.927,99.927,0,99.927,0.125
4409686,10/22/2021,10/26/2021,2/4/2037,EU000A3K4C42,EU 0.40% 21-2037,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A3K4C42    ,SELL ," 5,000,000.00 ",100.48,100.48,0.007671233,100.4876712,0.4
4393200,10/12/2021,10/19/2021,2/4/2037,EU000A3K4C42,EU 0.40% 21-2037,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A3K4C42    ,BUY  ," 6,500,000.00 ",99.219,99.219,0,99.219,0.4
4400311,10/18/2021,10/20/2021,2/4/2037,EU000A3K4C42,EU 0.40% 21-2037,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A3K4C42    ,SELL ," 1,500,000.00 ",100.56,100.56,0.00109589,100.5610959,0.4
4426832,11/2/2021,11/4/2021,2/4/2037,EU000A3K4C42,EU 0.40% 21-2037,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A3K4C42    ,SELL ," 10,000,000.00 ",101.483,101.483,0.017534247,101.5005342,0.4
4426833,11/2/2021,11/4/2021,2/4/2037,EU000A3K4C42,EU 0.40% 21-2037,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A3K4C42    ,BUY  ," 10,000,000.00 ",101.243,101.243,0.017534247,101.2605342,0.4
4460417,11/22/2021,11/24/2021,2/4/2037,EU000A3K4C42,EU 0.40% 21-2037,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A3K4C42    ,SELL ," 5,000,000.00 ",103.5,103.5,0.039452055,103.5394521,0.4
4412560,10/25/2021,10/27/2021,2/4/2037,EU000A3K4C42,EU 0.40% 21-2037,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A3K4C42    ,SELL ," 5,000,000.00 ",100.362,100.362,0.008767123,100.3707671,0.4
4439009,11/9/2021,11/11/2021,2/4/2037,EU000A3K4C42,EU 0.40% 21-2037,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A3K4C42    ,BUY  ," 10,000,000.00 ",102.941,102.941,0.025205479,102.9662055,0.4
4439010,11/9/2021,11/11/2021,2/4/2037,EU000A3K4C42,EU 0.40% 21-2037,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A3K4C42    ,SELL ," 5,000,000.00 ",103.115,103.115,0.025205479,103.1402055,0.4
4439016,11/9/2021,11/11/2021,2/4/2037,EU000A3K4C42,EU 0.40% 21-2037,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A3K4C42    ,SELL ," 5,000,000.00 ",103.234,103.234,0.025205479,103.2592055,0.4
4414789,10/26/2021,10/28/2021,2/4/2037,EU000A3K4C42,EU 0.40% 21-2037,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A3K4C42    ,SELL ," 5,000,000.00 ",100.739,100.739,0.009863014,100.748863,0.4
4404926,10/20/2021,10/22/2021,2/4/2037,EU000A3K4C42,EU 0.40% 21-2037,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A3K4C42    ,BUY  ," 5,000,000.00 ",100.424,100.424,0.003287671,100.4272877,0.4
4412456,10/25/2021,10/27/2021,2/4/2037,EU000A3K4C42,EU 0.40% 21-2037,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A3K4C42    ,BUY  ," 10,000,000.00 ",100.225,100.225,0.008767123,100.2337671,0.4
4041366,3/25/2021,3/29/2021,6/4/2036,EU000A3KM903,EU 0.20% 21-2036,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A3KM903    ,BUY  ," 10,000,000.00 ",100.36,100.36,0.007123288,100.3671233,0.2
4052211,3/31/2021,4/6/2021,6/4/2036,EU000A3KM903,EU 0.20% 21-2036,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A3KM903    ,SELL ," 10,000,000.00 ",99.2235,99.2235,0.011506849,99.23500685,0.2
4052628,3/31/2021,4/6/2021,6/4/2036,EU000A3KM903,EU 0.20% 21-2036,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A3KM903    ,SELL ," 5,000,000.00 ",99.429,99.429,0.011506849,99.44050685,0.2
4016587,3/11/2021,3/16/2021,6/4/2036,EU000A3KM903,EU 0.20% 21-2036,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A3KM903    ,BUY  ," 15,000,000.00 ",100.07,100.07,0,100.07,0.2
4016624,3/11/2021,3/16/2021,6/4/2036,EU000A3KM903,EU 0.20% 21-2036,RENT1     ,Trade Strategies         ,EUROPEAN UNION                     ,BE        ,EU000A3KM903    ,SELL ," 5,000,000.00 ",100.533,100.533,0,100.533,0.2
