#NAME?,,,DECPIZ1Y=ICAP,DECPIZ2Y=ICAP,DECPIZ3Y=ICAP,DECPIZ4Y=ICAP,DECPIZ5Y=ICAP,DECPIZ6Y=ICAP,DECPIZ7Y=ICAP,DECPIZ8Y=ICAP,DECPIZ9Y=ICAP,DECPIZ10Y=ICAP,DECPIZ12Y=ICAP,DECPIZ15Y=ICAP,DECPIZ20Y=ICAP,DECPIZ25Y=ICAP,DECPIZ30Y=ICAP,,,,,,,,,,,,,,
,,Timestamp,Mid Price Close,Mid Price Close,Mid Price Close,Mid Price Close,Mid Price Close,Mid Price Close,Mid Price Close,Mid Price Close,Mid Price Close,Mid Price Close,Mid Price Close,Mid Price Close,Mid Price Close,Mid Price Close,Mid Price Close,,,,,,,,,,,,,,
,,8/31/2021,2.1275,1.905,1.87375,1.905,1.92,1.9325,1.94875,1.95875,1.96875,1.98125,2.02,2.085,2.12,2.1275,2.05,,,,,,,,,,,,,,
,,8/30/2021,2.00625,1.85125,1.83375,1.88,1.9,1.91625,1.935,1.94625,1.9575,1.97375,2.0125,2.07875,2.11375,2.12,2.04125,,,,,,,,,,,,,,
,,8/27/2021,2,1.845,1.8275,1.87375,1.89375,1.91,1.93,1.9425,1.95375,1.97,2.01,2.0775,2.11375,2.1225,2.04375,,,,,,,,,,,,,,
,,8/26/2021,1.96,1.83,1.81375,1.86125,1.88125,1.8975,1.9175,1.93,1.94125,1.9575,1.9975,2.065,2.10125,2.11,2.0325,,,,,,,,,,,,,,
,,8/25/2021,1.96875,1.85625,1.845,1.88375,1.90875,1.92375,1.94375,1.955,1.965,1.98125,2.0225,2.0875,2.12,2.1275,2.04875,,,,,,,,,,,,,,
,,8/24/2021,1.92625,1.83375,1.81875,1.85625,1.88,1.90125,1.9175,1.92625,1.93625,1.95375,1.995,2.06,2.0925,2.09875,2.01875,,,,,,,,,,,,,,
,,8/23/2021,1.885,1.7975,1.78625,1.82625,1.8575,1.88,1.8975,1.9075,1.91875,1.93625,1.97875,2.045,2.0775,2.08125,2.00125,,,,,,,,,,,,,,
,,8/20/2021,1.83125,1.75125,1.745,1.79,1.82625,1.85375,1.87125,1.88375,1.89625,1.91375,1.9575,2.02375,2.05875,2.06625,1.98875,,,,,,,,,,,,,,
,,8/19/2021,1.86125,1.78125,1.77,1.81125,1.8475,1.8725,1.8875,1.8975,1.9075,1.92375,1.965,2.03,2.0625,2.06875,1.99125,,,,,,,,,,,,,,
,,8/18/2021,1.89625,1.805,1.7925,1.8325,1.8675,1.8925,1.9075,1.9175,1.9275,1.94375,1.985,2.05,2.0825,2.08875,2.0125,,,,,,,,,,,,,,
,,8/17/2021,1.8875,1.8025,1.7925,1.835,1.87125,1.89625,1.9125,1.92375,1.93375,1.95,1.99125,2.05625,2.08875,2.095,2.0175,,,,,,,,,,,,,,
,,8/16/2021,1.86375,1.785,1.78125,1.83,1.87,1.89625,1.91375,1.92625,1.93625,1.9525,1.99375,2.06,2.09375,2.10125,2.025,,,,,,,,,,,,,,
,,8/13/2021,1.885,1.795,1.79375,1.84375,1.885,1.9125,1.93,1.9425,1.9525,1.96875,2.01,2.07625,2.10875,2.11375,2.035,,,,,,,,,,,,,,
,,8/12/2021,1.87,1.7875,1.7875,1.8375,1.88,1.91,1.92875,1.9425,1.95375,1.97125,2.0125,2.07875,2.11125,2.1175,2.04,,,,,,,,,,,,,,
,,8/11/2021,1.85875,1.77,1.7675,1.81875,1.86125,1.89125,1.91375,1.92625,1.9375,1.95625,1.99875,2.06375,2.0975,2.1025,2.025,,,,,,,,,,,,,,
,,8/10/2021,1.8575,1.7575,1.7525,1.8025,1.845,1.87375,1.89625,1.905,1.9175,1.9375,1.9825,2.04875,2.08375,2.0875,2.01,,,,,,,,,,,,,,
,,8/9/2021,1.82375,1.73125,1.72875,1.78,1.82125,1.85,1.87375,1.885,1.8975,1.9175,1.96375,2.0325,2.065,2.07,1.995,,,,,,,,,,,,,,
,,8/6/2021,1.83875,1.73625,1.7275,1.78,1.8225,1.8525,1.8725,1.89125,1.89875,1.91375,1.96,2.02875,2.06,2.06375,1.98625,,,,,,,,,,,,,,
,,8/5/2021,1.86,1.7525,1.72875,1.785,1.82,1.8475,1.86625,1.8825,1.885,1.90375,1.94875,2.01625,2.0425,2.04375,1.96375,,,,,,,,,,,,,,
,,8/4/2021,1.84625,1.7375,1.70875,1.7675,1.81,1.8375,1.85375,1.87,1.8775,1.90125,1.94625,2.015,2.045,2.04625,1.9675,,,,,,,,,,,,,,
,,8/3/2021,1.85125,1.735,1.7025,1.7625,1.805,1.83375,1.85375,1.86875,1.88,1.90625,1.9525,2.0225,2.05625,2.0625,1.98375,,,,,,,,,,,,,,
,,8/2/2021,1.8625,1.7375,1.705,1.7675,1.8125,1.84,1.85625,1.87375,1.88875,1.91375,1.96125,2.03125,2.06375,2.06875,1.99,,,,,,,,,,,,,,
,,7/30/2021,2.11,1.86,1.76125,1.8225,1.85625,1.86625,1.88875,1.89875,1.9225,1.94,1.98125,2.045,2.075,2.07875,2.0025,,,,,,,,,,,,,,
,,7/29/2021,1.99875,1.8025,1.7225,1.8,1.84,1.85375,1.88125,1.8925,1.91875,1.94125,1.985,2.05375,2.0875,2.09125,2.01625,,,,,,,,,,,,,,
,,7/28/2021,1.88375,1.72375,1.65,1.73375,1.7775,1.795,1.8275,1.8425,1.87125,1.89375,1.9425,2.0175,2.05625,2.0675,1.9975,,,,,,,,,,,,,,
,,7/27/2021,1.8775,1.7175,1.6425,1.725,1.765,1.78125,1.81375,1.82875,1.8575,1.88,1.93,2.00625,2.04875,2.06,1.99125,,,,,,,,,,,,,,
,,7/26/2021,1.86125,1.70125,1.62375,1.70375,1.7425,1.75875,1.79,1.805,1.83375,1.85625,1.905,1.98125,2.02125,2.03375,1.965,,,,,,,,,,,,,,
,,7/23/2021,1.8425,1.68125,1.60375,1.68375,1.72375,1.73875,1.77125,1.78625,1.81625,1.83875,1.88875,1.965,2.00625,2.01625,1.94375,,,,,,,,,,,,,,
,,7/22/2021,1.8225,1.66,1.585,1.6675,1.7075,1.72375,1.75625,1.7725,1.8025,1.82625,1.8775,1.955,2.00125,2.01375,1.94375,,,,,,,,,,,,,,
,,7/21/2021,1.82875,1.6725,1.59625,1.6775,1.715,1.7325,1.765,1.78125,1.81125,1.835,1.89375,1.97625,2.02875,2.04375,1.9775,,,,,,,,,,,,,,
,,7/20/2021,1.77375,1.63625,1.5675,1.655,1.6925,1.71,1.74375,1.75875,1.78625,1.81,1.8675,1.945,1.995,2.01,1.94375,,,,,,,,,,,,,,
,,7/19/2021,1.75875,1.62875,1.5675,1.64875,1.68625,1.7025,1.73625,1.75125,1.77875,1.80125,1.85375,1.92625,1.97125,1.98625,1.91875,,,,,,,,,,,,,,
,,7/16/2021,1.8675,1.69875,1.63,1.70625,1.74125,1.755,1.78375,1.795,1.82,1.84125,1.88875,1.96125,1.9975,2.0075,1.935,,,,,,,,,,,,,,
,,7/15/2021,1.865,1.695,1.63125,1.71,1.745,1.7575,1.7825,1.7925,1.8175,1.8375,1.88625,1.9525,1.9875,1.9975,1.92375,,,,,,,,,,,,,,
,,7/14/2021,1.8575,1.695,1.63,1.70875,1.74125,1.755,1.78125,1.79125,1.815,1.83375,1.88,1.945,1.97875,1.98625,1.91125,,,,,,,,,,,,,,
,,7/13/2021,1.8525,1.69375,1.62625,1.7025,1.735,1.75,1.77625,1.78625,1.81125,1.83125,1.87625,1.94125,1.97875,1.98625,1.91125,,,,,,,,,,,,,,
,,7/12/2021,1.85125,1.6925,1.62625,1.7025,1.73125,1.7475,1.775,1.78625,1.81125,1.83125,1.88,1.94875,1.98375,1.9925,1.91875,,,,,,,,,,,,,,
,,7/9/2021,1.85875,1.7,1.6325,1.70875,1.7375,1.75375,1.78125,1.79125,1.81625,1.83625,1.88125,1.94625,1.97625,1.9825,1.905,,,,,,,,,,,,,,
,,7/8/2021,1.79625,1.65625,1.595,1.6825,1.7075,1.7275,1.7575,1.77,1.79625,1.81875,1.86375,1.92875,1.9575,1.9625,1.88375,,,,,,,,,,,,,,
,,7/7/2021,1.79375,1.66375,1.615,1.7075,1.7375,1.755,1.78375,1.795,1.82,1.84125,1.88375,1.9475,1.9725,1.97625,1.89375,,,,,,,,,,,,,,
,,7/6/2021,1.85,1.7075,1.65875,1.75125,1.7825,1.7975,1.825,1.835,1.85875,1.88,1.9175,1.9775,2,2,1.9175,,,,,,,,,,,,,,
,,7/5/2021,1.865,1.73,1.67375,1.76,1.78875,1.80125,1.82625,1.83375,1.85625,1.87625,1.91375,1.96875,1.9875,1.9875,1.90375,,,,,,,,,,,,,,
,,7/2/2021,1.84875,1.70625,1.65125,1.73875,1.76875,1.78125,1.805,1.81125,1.83375,1.8525,1.8875,1.94,1.95875,1.95875,1.875,,,,,,,,,,,,,,
,,7/1/2021,1.83625,1.70625,1.655,1.735,1.76375,1.7775,1.80125,1.80875,1.83125,1.85,1.885,1.9375,1.955,1.95125,1.86875,,,,,,,,,,,,,,
,,6/30/2021,2.02625,1.805,1.77,1.78625,1.80875,1.82625,1.83,1.845,1.85625,1.87125,1.9025,1.9525,1.965,1.9625,1.8775,,,,,,,,,,,,,,
,,6/29/2021,1.99,1.79875,1.77375,1.79375,1.82,1.8375,1.84125,1.85625,1.8675,1.8825,1.915,1.9675,1.98,1.98,1.89125,,,,,,,,,,,,,,
,,6/28/2021,1.95875,1.77875,1.75,1.76625,1.79625,1.815,1.81875,1.835,1.84625,1.86125,1.89375,1.95,1.965,1.96375,1.88125,,,,,,,,,,,,,,
,,6/25/2021,1.97,1.79,1.76125,1.7775,1.8075,1.825,1.82875,1.84375,1.855,1.87,1.9025,1.95875,1.975,1.97375,1.89125,,,,,,,,,,,,,,
