reference_identifier,rate_dt,ccy,mid,country,bond_ext_name,issue_dt,first_coupon_date,mature_dt,isin,issuer_name,coupon_frq,coupon,tot_issue,cfi_code,issue_rating,bond_duration,issue,remain_duration,y_bid1,y_offer1,y_bid2,y_offer2,y_bid3,y_offer3,y_bid4,y_offer4,y_bid5,y_offer5,y_bid6,y_offer6,y_bid7,y_offer7,y_bid8,y_offer8,y_bid9,y_offer9,y_bid10,y_offer10,y_bid15,y_offer15,y_bid20,y_offer20,y_bid30,y_offer30,time,ytm,estimated_bondprice,term_spread,bid_offer_spread_1,bid_offer_spread_2,bid_offer_spread_3,bid_offer_spread_4,bid_offer_spread_5,bid_offer_spread_6,bid_offer_spread_7,bid_offer_spread_8,bid_offer_spread_9,bid_offer_spread_10,bid_offer_spread_15,bid_offer_spread_20,bid_offer_spread_30,1 YEAR,10 YEARS,15 YEARS,2 YEARS,20 YEARS,25 YEARS,3 YEARS,30 YEARS,4 YEARS,5 YEARS,6 YEARS,7 YEARS,8 YEARS,9 YEARS
NL0011220108,2016-10-27,EUR,100.982,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3183,,,-0.6282,-0.6147,-0.5898,-0.5462,-0.5572,-0.5451,-0.3844,-0.3768,-0.31,-0.3052,-0.179,-0.1721,-0.0275,-0.0179,0.1357,0.1415,0.271,0.275,,,0.6663,0.675,0.9,0.9112,3287,0.1386,100.96495717688543,1.34405,,-1.2429000000000001,-1.1360000000000001,-1.1023,-0.7612000000000001,-0.6152,-0.35109999999999997,-0.045399999999999996,0.2772,0.546,,1.3413,1.8112,1.35,1.6,1.7475,1.0875,1.8875,2.025,1.0475,2.0975,1.065,1.115,1.205,1.3075,1.415,1.5175
NL0011220108,2016-10-28,EUR,100.982,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3182,,,-0.6416,-0.6145,-0.5868,-0.5606,-0.5606,-0.5455,-0.3905,-0.3827,-0.3042,-0.2978,-0.1822,-0.1725,-0.0259,-0.0176,0.1343,0.1401,0.269,0.273,,,0.6304,0.6392,0.8594,0.8704,3287,0.1372,100.97684522544496,1.35435,,-1.2561,-1.1474,-1.1061,-0.7732,-0.6020000000000001,-0.3547,-0.0435,0.2744,0.542,,1.2696,1.7298,1.3325,1.5975,1.745,1.075,1.885,2.0175,1.0375,2.085,1.0575,1.11,1.2025,1.3025,1.4125,1.52
NL0011220108,2016-10-31,EUR,100.938,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3179,,,-0.6414,-0.6075,-0.5851,-0.5633,-0.5619,-0.5498,-0.3955,-0.3879,-0.3063,-0.2999,-0.1791,-0.1653,-0.0206,-0.0129,0.1395,0.1452,0.273,0.281,,,0.6197,0.6267,0.8488,0.8538,3287,0.14235,100.93114057228335,1.35865,,-1.2489,-1.1484,-1.1117,-0.7834000000000001,-0.6062000000000001,-0.34440000000000004,-0.0335,0.2847,0.554,,1.2464,1.7026,1.3125,1.585,1.73,1.0675,1.87,2.0025,1.0275,2.07,1.045,1.095,1.1875,1.29,1.3975,1.505
NL0011220108,2016-11-01,EUR,100.736,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3178,,,-0.6311,-0.6038,-0.583,-0.5698,-0.5544,-0.5422,-0.3769,-0.3711,-0.2865,-0.2817,-0.1605,-0.1536,-0.0012,0.0048,0.1575,0.1633,0.292,0.297,,,0.6311,0.6508,0.8658,0.8761,3287,0.1604,100.77409504553641,1.3735,,-1.2349,-1.1528,-1.0966,-0.748,-0.5682,-0.3141,0.0036,0.3208,0.589,,1.2819,1.7419,1.2825,1.5875,1.7275,1.04,1.87,2.0025,1.0125,2.07,1.0275,1.0875,1.1775,1.285,1.3975,1.5
NL0011220108,2016-11-02,EUR,101.099,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3177,,,-0.6507,-0.6234,-0.6053,-0.5834,-0.5803,-0.5712,-0.4211,-0.4135,-0.3261,-0.3197,-0.1979,-0.1897,-0.049,-0.0371,0.1104,0.1196,0.24,0.25,,,0.5824,0.5912,0.8089,0.8138,3287,0.11499999999999999,101.16852496296926,1.3274,,-1.2740999999999998,-1.1886999999999999,-1.1515,-0.8346,-0.6457999999999999,-0.3876,-0.08610000000000001,0.22999999999999998,0.49,,1.1736,1.6227,1.25,1.5525,1.6925,1.0075,1.84,1.97,0.9775,2.04,0.9925,1.0475,1.1375,1.2475,1.36,1.465
NL0011220108,2016-11-03,EUR,100.871,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3176,,,-0.6544,-0.6201,-0.6016,-0.5796,-0.5672,-0.5581,-0.4035,-0.3959,-0.3124,-0.306,-0.1741,-0.1671,-0.0194,-0.0134,0.1374,0.1432,0.269,0.279,,,0.6212,0.6301,0.8435,0.8552,3287,0.14029999999999998,100.94807651775207,1.3729500000000001,,-1.2745,-1.1812,-1.1253000000000002,-0.7994,-0.6184000000000001,-0.3412,-0.0328,0.28059999999999996,0.548,,1.2513,1.6987,1.245,1.5575,1.705,1.0025,1.85,1.9775,0.975,2.05,0.9925,1.05,1.1425,1.2475,1.365,1.47
NL0011220108,2016-11-04,EUR,101.038,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3175,,,-0.6508,-0.6302,-0.6184,-0.5964,-0.5798,-0.5706,-0.423,-0.4154,-0.3217,-0.3167,-0.1893,-0.1824,-0.0375,-0.0315,0.1185,0.1243,0.252,0.26,,,0.5715,0.5802,0.7895,0.804,3287,0.1214,101.1120867130855,1.3479,,-1.2810000000000001,-1.2147999999999999,-1.1503999999999999,-0.8384,-0.6384,-0.37170000000000003,-0.069,0.2428,0.512,,1.1517,1.5935000000000001,1.23,1.5525,1.7,0.99,1.8475,1.9775,0.9675,2.05,0.99,1.04,1.13,1.235,1.355,1.4625
NL0011220108,2016-11-07,EUR,100.979,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3172,,,-0.6651,-0.6307,-0.6176,-0.5955,-0.5756,-0.5634,-0.4147,-0.407,-0.3198,-0.3118,-0.1826,-0.1743,-0.0292,-0.0232,0.1295,0.1353,0.26,0.265,,,0.5891,0.6008,0.8076,0.8222,3287,0.13240000000000002,101.0154670075548,1.3729500000000001,,-1.2958,-1.2131,-1.139,-0.8217,-0.6315999999999999,-0.3569,-0.0524,0.26480000000000004,0.525,,1.1899,1.6298,1.245,1.565,1.7125,1.005,1.86,1.9925,0.985,2.0675,1.0125,1.0625,1.15,1.25,1.37,1.475
NL0011220108,2016-11-08,EUR,100.966,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3171,,,-0.6547,-0.6368,-0.608,-0.5943,-0.5681,-0.5589,-0.4029,-0.3952,-0.302,-0.294,-0.1609,-0.154,-0.0062,0.0018,0.1563,0.1621,0.29,0.295,,,0.6191,0.6262,0.8404,0.845,3287,0.1592,100.78279183450427,1.4106,,-1.2915,-1.2023000000000001,-1.127,-0.7981,-0.596,-0.31489999999999996,-0.004399999999999999,0.3184,0.585,,1.2452999999999999,1.6854,1.2525,1.5725,1.72,1.0075,1.8725,2.005,0.985,2.0775,1.0125,1.0675,1.155,1.255,1.375,1.48
NL0011220108,2016-11-09,EUR,100.64,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3170,,,-0.6822,-0.6477,-0.6274,-0.6186,-0.5846,-0.5755,-0.4247,-0.4171,-0.3061,-0.298,-0.1494,-0.1397,0.0134,0.0194,0.1836,0.1894,0.318,0.326,,,0.6262,0.635,0.8461,0.8579,3287,0.1865,100.54654541086198,1.48705,,-1.3299,-1.246,-1.1601,-0.8418000000000001,-0.6041,-0.2891,0.0328,0.373,0.644,,1.2612,1.704,1.245,1.57,1.7225,0.9875,1.8725,2.01,0.975,2.085,1.0075,1.07,1.155,1.2575,1.375,1.48
NL0011220108,2016-11-10,EUR,99.349,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3169,,,-0.6445,-0.6236,-0.5759,-0.5643,-0.5113,-0.5021,-0.3339,-0.3262,-0.2232,-0.2163,-0.066,-0.059,0.1047,0.1128,0.2832,0.2891,0.43,0.438,,,0.7684,0.7775,0.9946,1.006,3287,0.28615,99.69044268984214,1.6053,,-1.2681,-1.1402,-1.0133999999999999,-0.6600999999999999,-0.4395,-0.125,0.2175,0.5723,0.868,,1.5459,2.0006,1.285,1.6175,1.7675,1.0275,1.9175,2.06,1.015,2.13,1.045,1.1,1.1925,1.2975,1.42,1.5275
NL0011220108,2016-11-11,EUR,99.267,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3168,,,-0.6387,-0.6039,-0.571,-0.5621,-0.5074,-0.4797,-0.3104,-0.3026,-0.1807,-0.1741,-0.0136,-0.0066,0.161,0.1671,0.3401,0.346,0.476,0.486,,,0.7942,0.7958,1.0163,1.0279,3287,0.34304999999999997,99.20562357239281,1.65965,,-1.2426,-1.1331,-0.9871,-0.613,-0.3548,-0.0202,0.3281,0.6860999999999999,0.962,,1.5899999999999999,2.0442,1.24,1.625,1.775,0.9975,1.9275,2.0675,0.9975,2.14,1.0325,1.095,1.185,1.2975,1.4225,1.5325
NL0011220108,2016-11-14,EUR,98.748,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3165,,,-0.6309,-0.6169,-0.5693,-0.5604,-0.4831,-0.4618,-0.2763,-0.2705,-0.164,-0.1568,0.0067,0.0137,0.178,0.1897,0.3588,0.3647,0.5,0.508,,,0.8524,0.8617,1.0723,1.0849,3287,0.36175,99.04772463386291,1.6933500000000001,,-1.2478,-1.1297000000000001,-0.9449,-0.5468,-0.3208,0.0204,0.3677,0.7235,1.008,,1.7141000000000002,2.1572,1.26,1.66,1.81,1.0175,1.9625,2.1025,1.015,2.1775,1.0525,1.1225,1.2175,1.33,1.4525,1.5675
NL0011220108,2016-11-15,EUR,99.535,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3164,,,-0.6748,-0.6118,-0.6147,-0.5924,-0.5173,-0.5081,-0.33,-0.3233,-0.1988,-0.1923,-0.0336,-0.0252,0.1371,0.1431,0.3071,0.313,0.449,0.457,,,0.7721,0.7826,0.9898,1.0013,3287,0.31005,99.48717393349197,1.6582,,-1.2866,-1.2071,-1.0253999999999999,-0.6533,-0.3911,-0.0588,0.2802,0.6201,0.906,,1.5547,1.9911,1.2675,1.6425,1.795,1.0175,1.9475,2.0875,1.0125,2.16,1.0425,1.11,1.2075,1.3175,1.44,1.5525
NL0011220108,2016-11-16,EUR,99.324,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3163,,,-0.6775,-0.6144,-0.6108,-0.6019,-0.5201,-0.5047,-0.3074,-0.3006,-0.1878,-0.1796,-0.0318,-0.0248,0.1347,0.1469,0.3111,0.317,0.441,0.45,,,0.7868,0.803,1.006,1.0176,3287,0.31405,99.4532895144644,1.6507,,-1.2919,-1.2127,-1.0248,-0.608,-0.3674,-0.0566,0.28159999999999996,0.6281,0.891,,1.5898,2.0236,1.285,1.645,1.7975,1.0325,1.95,2.0925,1.0225,2.165,1.0475,1.1175,1.2125,1.32,1.4425,1.5525
NL0011220108,2016-11-17,EUR,99.433,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3162,,,-0.6603,-0.611,-0.6311,-0.6043,-0.5348,-0.5193,-0.3224,-0.3157,-0.179,-0.1709,-0.0288,-0.0218,0.1397,0.1458,0.3062,0.3121,0.423,0.434,,,0.7584,0.7656,0.9717,0.9831,3287,0.30915000000000004,99.4951531638661,1.6058,,-1.2713,-1.2353999999999998,-1.0541,-0.6381,-0.3499,-0.0506,0.2855,0.6183000000000001,0.857,,1.524,1.9548,1.28,1.645,1.795,1.0325,1.95,2.0925,1.0225,2.1675,1.05,1.1175,1.2125,1.3225,1.44,1.555
NL0011220108,2016-11-18,EUR,99.607,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3161,,,-0.7145,-0.651,-0.6433,-0.6344,-0.5648,-0.537,-0.3449,-0.3381,-0.1959,-0.1878,-0.0427,-0.0315,0.1348,0.146,0.3093,0.3152,0.44,0.449,,,0.7557,0.7647,0.9682,0.9804,3287,0.31225,99.46893933674164,1.7045,,-1.3655,-1.2776999999999998,-1.1018,-0.683,-0.3837,-0.0742,0.2808,0.6245,0.889,,1.5204,1.9485999999999999,1.28,1.665,1.8175,1.0375,1.9775,2.1225,1.035,2.1975,1.0675,1.1375,1.2325,1.34,1.4575,1.575
NL0011220108,2016-11-21,EUR,99.585,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3158,,,-0.7018,-0.6877,-0.6622,-0.6398,-0.5658,-0.5565,-0.3723,-0.3634,-0.2168,-0.2112,-0.0541,-0.0456,0.1334,0.1395,0.306,0.3119,0.425,0.435,,,0.7594,0.767,0.9731,0.9853,3287,0.30895,99.49748337457561,1.6881499999999998,,-1.3895,-1.302,-1.1223,-0.7357,-0.428,-0.09970000000000001,0.27290000000000003,0.6179,0.86,,1.5264,1.9584,1.3225,1.7,1.8525,1.075,2.0075,2.155,1.07,2.2325,1.1025,1.17,1.265,1.3725,1.49,1.605
NL0011220108,2016-11-22,EUR,99.848,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3157,,,-0.735,-0.7209,-0.7117,-0.6982,-0.6264,-0.611,-0.427,-0.4202,-0.278,-0.2723,-0.1105,-0.1035,0.0659,0.0768,0.2464,0.2522,0.376,0.384,,,0.7302,0.7443,0.9454,0.9568,3287,0.2493,100.00598233735771,1.66345,,-1.4559,-1.4099,-1.2374,-0.8472,-0.5503,-0.214,0.1427,0.4986,0.76,,1.4745,1.9022000000000001,1.3175,1.6975,1.85,1.085,2.0075,2.155,1.08,2.23,1.11,1.1825,1.275,1.3775,1.49,1.6
NL0011220108,2016-11-23,EUR,99.445,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3156,,,-0.7067,-0.6925,-0.6724,-0.6589,-0.5963,-0.5839,-0.3842,-0.3762,-0.2334,-0.2277,-0.0663,-0.0593,0.1144,0.1204,0.292,0.2979,0.423,0.431,,,0.7941,0.8033,0.9994,1.0109,3287,0.29495,99.61680829455152,1.6914500000000001,,-1.3992,-1.3313000000000001,-1.1802000000000001,-0.7604,-0.4611,-0.1256,0.2348,0.5899,0.854,,1.5974,2.0103,1.345,1.72,1.8725,1.1175,2.0275,2.175,1.1075,2.2525,1.13,1.1975,1.29,1.4025,1.5125,1.6225
NL0011220108,2016-11-24,EUR,99.826,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3155,,,-0.7394,-0.6752,-0.7138,-0.6733,-0.6202,-0.6109,-0.428,-0.4201,-0.2675,-0.2608,-0.0955,-0.0885,0.0953,0.1014,0.2795,0.2854,0.407,0.416,,,0.7833,0.7894,0.9947,1.0085,3287,0.28245,99.7232897332624,1.692,,-1.4146,-1.3871,-1.2311,-0.8481,-0.5283,-0.184,0.19669999999999999,0.5649,0.823,,1.5727,2.0032,1.3325,1.7125,1.8675,1.11,2.0225,2.17,1.1,2.2475,1.1225,1.1925,1.2825,1.3975,1.51,1.6175
NL0011220108,2016-11-25,EUR,99.864,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3154,,,-0.728,-0.6851,-0.7105,-0.6879,-0.6219,-0.6064,-0.4286,-0.4222,-0.2631,-0.2574,-0.0963,-0.0892,0.0899,0.096,0.27,0.2758,0.404,0.415,,,0.7662,0.7753,0.9809,0.9861,3287,0.27290000000000003,99.80469708477251,1.6820499999999998,,-1.4131,-1.3984,-1.2283,-0.8508,-0.5205,-0.1855,0.1859,0.5458000000000001,0.819,,1.5415,1.967,1.3025,1.6925,1.8475,1.085,2.0025,2.155,1.08,2.2275,1.105,1.1725,1.2625,1.3775,1.49,1.5975
NL0011220108,2016-11-28,EUR,99.809,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3151,,,-0.7517,-0.7159,-0.7228,-0.7003,-0.6372,-0.6279,-0.444,-0.4382,-0.2857,-0.2808,-0.1123,-0.1053,0.0701,0.0762,0.2442,0.2501,0.384,0.392,,,0.7299,0.7379,0.9295,0.9416,3287,0.24714999999999998,100.02431336765302,1.68965,,-1.4676,-1.4231,-1.2651,-0.8822,-0.5665,-0.21760000000000002,0.14629999999999999,0.49429999999999996,0.776,,1.4678,1.8711,1.305,1.6825,1.835,1.0875,1.99,2.1425,1.0825,2.2175,1.1075,1.175,1.2625,1.3725,1.485,1.59
NL0011220108,2016-11-29,EUR,100.013,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3150,,,-0.7496,-0.7065,-0.7172,-0.7082,-0.6442,-0.6349,-0.4633,-0.4547,-0.3118,-0.307,-0.1423,-0.1353,0.0546,0.0607,0.2357,0.2415,0.38,0.391,,,0.7641,0.7844,0.9703,0.9855,3287,0.23859999999999998,100.09726274742758,1.67835,,-1.4561000000000002,-1.4254,-1.2791000000000001,-0.9179999999999999,-0.6188,-0.2776,0.1153,0.47719999999999996,0.771,,1.5485,1.9558,1.29,1.6825,1.84,1.0725,1.995,2.15,1.0725,2.225,1.1025,1.17,1.26,1.37,1.48,1.5875
NL0011220108,2016-11-30,EUR,99.846,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3149,,,-0.7331,-0.6899,-0.7039,-0.6948,-0.6325,-0.6232,-0.4429,-0.4371,-0.266,-0.2563,-0.0992,-0.0922,0.104,0.1158,0.2826,0.2885,0.43,0.439,,,0.7933,0.8025,1.0003,1.0119,3287,0.28554999999999997,99.69746953831688,1.72755,,-1.423,-1.3986999999999998,-1.2557,-0.88,-0.5223,-0.19140000000000001,0.2198,0.5710999999999999,0.869,,1.5958,2.0122,1.3575,1.72,1.88,1.135,2.035,2.1875,1.1275,2.265,1.15,1.2125,1.2975,1.41,1.52,1.6275
NL0011220108,2016-12-01,EUR,99.235,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3148,,,-0.7194,-0.7021,-0.689,-0.6754,-0.6217,-0.6124,-0.4175,-0.4095,-0.2151,-0.2093,-0.0372,-0.0301,0.1747,0.1808,0.3587,0.3647,0.502,0.513,,,0.8661,0.8754,1.0721,1.0878,3287,0.3617,99.05318186577257,1.82895,,-1.4215,-1.3643999999999998,-1.2341000000000002,-0.827,-0.4244,-0.0673,0.3555,0.7234,1.0150000000000001,,1.7414999999999998,2.1599000000000004,1.3575,1.755,1.91,1.1625,2.0675,2.215,1.1625,2.2925,1.19,1.2525,1.34,1.4525,1.5575,1.6625
NL0011220108,2016-12-02,EUR,99.587,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3147,,,-0.6991,-0.6628,-0.6851,-0.6623,-0.6269,-0.5957,-0.4267,-0.4183,-0.2564,-0.2507,-0.0893,-0.0822,0.1086,0.1147,0.2779,0.2838,0.421,0.43,,,0.8039,0.8132,1.0126,1.0242,3287,0.28085,99.73757228074994,1.6665,,-1.3618999999999999,-1.3474,-1.2226,-0.845,-0.5071,-0.17149999999999999,0.2233,0.5617,0.851,,1.6171,2.0368,1.3875,1.775,1.93,1.195,2.0875,2.235,1.175,2.31,1.2125,1.2775,1.3675,1.4725,1.5775,1.6825
NL0011220108,2016-12-05,EUR,99.04,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3144,,,-0.6598,-0.6234,-0.6575,-0.6347,-0.577,-0.5583,-0.3697,-0.3629,-0.2057,-0.1999,-0.0426,-0.0355,0.1578,0.1639,0.3304,0.3363,0.471,0.481,,,0.8608,0.8645,1.0627,1.0744,3287,0.33335000000000004,99.29341804089125,1.683,,-1.2832,-1.2922,-1.1353,-0.7325999999999999,-0.40559999999999996,-0.0781,0.3217,0.6667000000000001,0.952,,1.7253,2.1371,1.43,1.8125,1.9675,1.235,2.1275,2.2725,1.215,2.3475,1.2525,1.315,1.4,1.5075,1.6125,1.7175
NL0011220108,2016-12-06,EUR,99.158,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3143,,,-0.6641,-0.6349,-0.6512,-0.6284,-0.5709,-0.5615,-0.3629,-0.3528,-0.1751,-0.1694,-0.0217,-0.0146,0.1772,0.1833,0.3532,0.3592,0.496,0.504,,,0.8712,0.8848,1.0863,1.0981,3287,0.3562,99.10097430056183,1.7295500000000001,,-1.299,-1.2795999999999998,-1.1324,-0.7157,-0.34450000000000003,-0.0363,0.3605,0.7124,1.0,,1.756,2.1844,1.4225,1.8225,1.9775,1.2425,2.135,2.28,1.2175,2.355,1.25,1.3175,1.405,1.515,1.6225,1.7275
NL0011220108,2016-12-07,EUR,99.382,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3142,,,-0.6523,-0.6157,-0.6321,-0.6092,-0.5641,-0.5546,-0.3719,-0.3651,-0.1923,-0.1866,-0.0353,-0.0282,0.1572,0.1633,0.3222,0.3281,0.465,0.476,,,0.8548,0.8684,1.0681,1.0799,3287,0.32515,99.36308229438787,1.6631500000000001,,-1.268,-1.2412999999999998,-1.1187,-0.737,-0.3789,-0.0635,0.3205,0.6503,0.9410000000000001,,1.7231999999999998,2.148,1.4175,1.8025,1.955,1.235,2.12,2.255,1.21,2.335,1.2375,1.2975,1.3925,1.495,1.595,1.7
NL0011220108,2016-12-08,EUR,98.901,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,3141,,,-0.7143,-0.6482,-0.6761,-0.6531,-0.6167,-0.6011,-0.4126,-0.4048,-0.2219,-0.2154,-0.038,-0.0309,0.174,0.1802,0.3586,0.3645,0.502,0.513,,,0.9735,0.9781,1.2071,1.2123,3287,0.36155,99.05651664560024,1.7969,,-1.3625,-1.3292000000000002,-1.2178,-0.8174,-0.4373,-0.0689,0.35419999999999996,0.7231,1.0150000000000001,,1.9516,2.4194,1.4275,1.815,1.9775,1.25,2.14,2.2775,1.225,2.3525,1.25,1.315,1.4075,1.5075,1.61,1.715
