reference_identifier,rate_dt,ccy,mid,country,bond_ext_name,issue_dt,first_coupon_date,mature_dt,isin,issuer_name,coupon_frq,coupon,tot_issue,cfi_code,issue_rating,bond_duration,issue,remain_duration,y_bid1,y_offer1,y_bid2,y_offer2,y_bid3,y_offer3,y_bid4,y_offer4,y_bid5,y_offer5,y_bid6,y_offer6,y_bid7,y_offer7,y_bid8,y_offer8,y_bid9,y_offer9,y_bid10,y_offer10,y_bid15,y_offer15,y_bid20,y_offer20,y_bid30,y_offer30,time,ytm,estimated_bondprice,term_spread,bid_offer_spread_1,bid_offer_spread_2,bid_offer_spread_3,bid_offer_spread_4,bid_offer_spread_5,bid_offer_spread_6,bid_offer_spread_7,bid_offer_spread_8,bid_offer_spread_9,bid_offer_spread_10,bid_offer_spread_15,bid_offer_spread_20,bid_offer_spread_30,1 YEAR,10 YEARS,15 YEARS,2 YEARS,20 YEARS,25 YEARS,3 YEARS,30 YEARS,4 YEARS,5 YEARS,6 YEARS,7 YEARS,8 YEARS,9 YEARS
NL0011220108,2019-09-04,EUR,105.934,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2141,,,-0.853,-0.876,-0.851,-0.876,-0.861,-0.874,-0.813,-0.824,-0.736,-0.747,-0.694,-0.701,-0.612,-0.626,-0.57,-0.574,-0.508,-0.513,,,-0.293,-0.304,-0.142,-0.146,2191,-0.7415,105.96686301252507,0.5265,,-1.729,-1.7269999999999999,-1.7349999999999999,-1.637,-1.483,-1.395,-1.238,-1.144,-1.021,,-0.597,-0.288,0.54,1.29375,1.37375,0.76375,1.46875,1.545,0.8925,1.59,0.98,1.04875,1.10125,1.15375,1.20375,1.24875
NL0011220108,2019-09-05,EUR,105.636,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2140,,,-0.827,-0.854,-0.832,-0.844,-0.833,-0.84,-0.772,-0.791,-0.692,-0.698,-0.639,-0.645,-0.557,-0.562,-0.498,-0.501,-0.435,-0.439,,,-0.199,-0.21,-0.032,-0.037,2191,-0.695,105.67512889627407,0.5995,,-1.681,-1.676,-1.673,-1.5630000000000002,-1.39,-1.284,-1.1190000000000002,-0.999,-0.874,,-0.40900000000000003,-0.069,0.6075,1.34875,1.43,0.83375,1.52375,1.6,0.9575,1.645,1.0425,1.10875,1.16,1.21125,1.26,1.30375
NL0011220108,2019-09-06,EUR,105.798,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2139,,,-0.825,-0.855,-0.831,-0.856,-0.85,-0.859,-0.79,-0.823,-0.721,-0.725,-0.675,-0.681,-0.6,-0.606,-0.55,-0.555,-0.486,-0.494,,,-0.256,-0.261,-0.099,-0.102,2191,-0.723,105.84617899454283,0.5195,,-1.68,-1.6869999999999998,-1.709,-1.613,-1.446,-1.356,-1.206,-1.105,-0.98,,-0.517,-0.201,0.5675,1.315,1.39625,0.7975,1.49,1.56625,0.92,1.61125,1.005,1.07125,1.1225,1.175,1.22375,1.26875
NL0011220108,2019-09-09,EUR,105.575,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2136,,,-0.817,-0.84,-0.821,-0.833,-0.827,-0.839,-0.78,-0.786,-0.687,-0.693,-0.637,-0.642,-0.552,-0.557,-0.495,-0.502,-0.433,-0.438,,,-0.181,-0.192,-0.015,-0.018,2191,-0.69,105.63335610401472,0.5849999999999999,,-1.657,-1.654,-1.666,-1.566,-1.38,-1.279,-1.109,-0.997,-0.871,,-0.373,-0.033,0.6175,1.33625,1.4175,0.83625,1.51125,1.5875,0.95625,1.63375,1.04,1.10625,1.155,1.20375,1.24875,1.29125
NL0011220108,2019-09-10,EUR,105.543,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2135,,,-0.804,-0.827,-0.806,-0.826,-0.817,-0.824,-0.765,-0.776,-0.67,-0.683,-0.616,-0.629,-0.536,-0.55,-0.486,-0.492,-0.42,-0.428,,,-0.165,-0.178,0.004,-0.001,2191,-0.6765000000000001,105.54720187440702,0.5835,,-1.631,-1.6320000000000001,-1.641,-1.541,-1.3530000000000002,-1.245,-1.086,-0.978,-0.848,,-0.34299999999999997,0.003,0.6325,1.32,1.39875,0.83125,1.49375,1.57125,0.94875,1.6175,1.0275,1.09,1.1375,1.185,1.23125,1.275
NL0011220108,2019-09-11,EUR,105.503,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2134,,,-0.813,-0.828,-0.801,-0.822,-0.815,-0.822,-0.763,-0.774,-0.672,-0.678,-0.622,-0.627,-0.539,-0.546,-0.486,-0.492,-0.418,-0.426,,,-0.164,-0.173,0.007,0.003,2191,-0.675,105.53528740532086,0.5959999999999999,,-1.641,-1.623,-1.637,-1.537,-1.35,-1.249,-1.085,-0.978,-0.844,,-0.33699999999999997,0.01,0.61875,1.31625,1.39625,0.82375,1.4925,1.57,0.94625,1.61625,1.0275,1.09,1.13625,1.1825,1.23,1.27375
NL0011220108,2019-09-12,EUR,105.254,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2133,,,-0.725,-0.771,-0.748,-0.769,-0.77,-0.787,-0.711,-0.731,-0.636,-0.649,-0.594,-0.613,-0.53,-0.535,-0.488,-0.498,-0.426,-0.435,,,-0.184,-0.192,-0.02,-0.025,2191,-0.6425000000000001,105.33224709065259,0.4670000000000001,,-1.496,-1.517,-1.557,-1.442,-1.2850000000000001,-1.2069999999999999,-1.065,-0.986,-0.861,,-0.376,-0.045,0.62625,1.385,1.465,0.8475,1.56125,1.64,0.98625,1.68625,1.075,1.145,1.19625,1.245,1.2925,1.34
NL0011220108,2019-09-13,EUR,104.863,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2132,,,-0.706,-0.723,-0.715,-0.735,-0.719,-0.731,-0.652,-0.678,-0.579,-0.592,-0.539,-0.549,-0.469,-0.474,-0.417,-0.421,-0.352,-0.358,,,-0.094,-0.101,0.075,0.072,2191,-0.5854999999999999,104.9794888853296,0.5365,,-1.4289999999999998,-1.45,-1.45,-1.33,-1.1709999999999998,-1.088,-0.943,-0.838,-0.71,,-0.195,0.147,0.615,1.38625,1.46875,0.83875,1.56375,1.64,0.97875,1.685,1.0675,1.1375,1.195,1.24625,1.295,1.34125
NL0011220108,2019-09-16,EUR,104.904,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2129,,,-0.707,-0.73,-0.723,-0.735,-0.717,-0.73,-0.659,-0.669,-0.58,-0.585,-0.532,-0.543,-0.456,-0.468,-0.403,-0.408,-0.339,-0.342,,,-0.09,-0.103,0.073,0.069,2191,-0.5825,104.95399416837574,0.562,,-1.4369999999999998,-1.458,-1.447,-1.328,-1.165,-1.0750000000000002,-0.924,-0.8109999999999999,-0.681,,-0.193,0.14200000000000002,0.71,1.40125,1.48375,0.89,1.57875,1.655,1.02,1.69875,1.1025,1.1675,1.22,1.26875,1.31375,1.35875
NL0011220108,2019-09-17,EUR,104.927,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2128,,,-0.704,-0.72,-0.71,-0.728,-0.714,-0.726,-0.65,-0.667,-0.579,-0.584,-0.533,-0.544,-0.459,-0.467,-0.405,-0.412,-0.341,-0.345,,,-0.097,-0.105,0.06,0.056,2191,-0.5814999999999999,104.94550882191898,0.5505,,-1.424,-1.438,-1.44,-1.3170000000000002,-1.1629999999999998,-1.077,-0.926,-0.817,-0.6859999999999999,,-0.202,0.11599999999999999,0.6775,1.3925,1.47375,0.86875,1.5675,1.64375,1.005,1.6875,1.09375,1.15625,1.21,1.25875,1.30375,1.34875
NL0011220108,2019-09-18,EUR,104.997,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2127,,,-0.714,-0.737,-0.724,-0.749,-0.725,-0.739,-0.66,-0.672,-0.593,-0.602,-0.554,-0.559,-0.483,-0.488,-0.432,-0.441,-0.365,-0.371,,,-0.134,-0.14,0.016,0.013,2191,-0.5974999999999999,105.04104484623679,0.532,,-1.451,-1.4729999999999999,-1.464,-1.332,-1.1949999999999998,-1.113,-0.971,-0.873,-0.736,,-0.274,0.028999999999999998,0.66,1.37625,1.45875,0.85375,1.55375,1.63,0.985,1.67375,1.07375,1.1425,1.195,1.24375,1.2875,1.33125
NL0011220108,2019-09-19,EUR,104.897,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2126,,,-0.706,-0.724,-0.712,-0.737,-0.708,-0.727,-0.648,-0.654,-0.576,-0.585,-0.533,-0.547,-0.465,-0.479,-0.428,-0.432,-0.361,-0.368,,,-0.138,-0.152,0.001,-0.006,2191,-0.5805,104.9346692178955,0.5230000000000001,,-1.43,-1.4489999999999998,-1.435,-1.302,-1.161,-1.08,-0.944,-0.86,-0.729,,-0.29000000000000004,-0.005,0.675,1.36625,1.44875,0.86125,1.545,1.6175,0.98625,1.65875,1.07125,1.1375,1.18875,1.23625,1.27875,1.32125
NL0011220108,2019-09-20,EUR,104.981,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2125,,,-0.703,-0.722,-0.716,-0.742,-0.72,-0.732,-0.66,-0.666,-0.591,-0.599,-0.553,-0.564,-0.488,-0.495,-0.442,-0.447,-0.377,-0.382,,,-0.155,-0.163,-0.019,-0.023,2191,-0.595,105.02093270061266,0.496,,-1.4249999999999998,-1.458,-1.452,-1.326,-1.19,-1.117,-0.983,-0.889,-0.759,,-0.318,-0.041999999999999996,0.68,1.34625,1.42375,0.85125,1.52125,1.595,0.9725,1.63625,1.05625,1.1225,1.17125,1.21875,1.26125,1.30375
NL0011220108,2019-09-23,EUR,105.251,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2122,,,-0.734,-0.751,-0.72,-0.783,-0.75,-0.767,-0.682,-0.715,-0.634,-0.642,-0.606,-0.612,-0.547,-0.552,-0.506,-0.511,-0.441,-0.446,,,-0.227,-0.238,-0.1,-0.104,2191,-0.638,105.27666751278561,0.4454999999999999,,-1.4849999999999999,-1.5030000000000001,-1.517,-1.397,-1.276,-1.218,-1.0990000000000002,-1.017,-0.887,,-0.46499999999999997,-0.20400000000000001,0.665,1.31125,1.3875,0.83125,1.4825,1.55375,0.95125,1.59375,1.03,1.09125,1.14125,1.18625,1.22625,1.26875
NL0011220108,2019-09-24,EUR,105.245,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2121,,,-0.72,-0.742,-0.734,-0.755,-0.749,-0.767,-0.692,-0.704,-0.632,-0.646,-0.604,-0.62,-0.547,-0.553,-0.507,-0.513,-0.443,-0.45,,,-0.247,-0.252,-0.12,-0.123,2191,-0.639,105.28025557584131,0.42299999999999993,,-1.462,-1.4889999999999999,-1.516,-1.396,-1.278,-1.224,-1.1,-1.02,-0.893,,-0.499,-0.243,0.65875,1.315,1.39125,0.83125,1.4875,1.5575,0.95125,1.5975,1.03,1.09125,1.14125,1.1875,1.22875,1.27125
NL0011220108,2019-09-25,EUR,105.314,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2120,,,-0.721,-0.762,-0.73,-0.768,-0.758,-0.766,-0.694,-0.716,-0.645,-0.65,-0.619,-0.623,-0.557,-0.566,-0.518,-0.527,-0.456,-0.463,,,-0.271,-0.276,-0.15,-0.153,2191,-0.6475,105.32974125307219,0.41449999999999987,,-1.483,-1.498,-1.524,-1.41,-1.295,-1.242,-1.123,-1.045,-0.919,,-0.547,-0.303,0.6275,1.29625,1.3725,0.82125,1.46375,1.53625,0.935,1.57625,1.0075,1.06875,1.1175,1.16625,1.2075,1.25125
NL0011220108,2019-09-26,EUR,105.193,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2119,,,-0.742,-0.765,-0.752,-0.764,-0.755,-0.768,-0.682,-0.715,-0.631,-0.639,-0.595,-0.607,-0.525,-0.539,-0.489,-0.496,-0.429,-0.433,,,-0.234,-0.245,-0.114,-0.12,2191,-0.635,105.25072498267464,0.4790000000000001,,-1.5070000000000001,-1.516,-1.5230000000000001,-1.397,-1.27,-1.202,-1.064,-0.985,-0.862,,-0.479,-0.23399999999999999,0.6075,1.28875,1.365,0.81375,1.45625,1.52625,0.92625,1.5675,0.99875,1.06,1.11125,1.16125,1.20125,1.24375
NL0011220108,2019-09-27,EUR,105.299,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2118,,,-0.75,-0.784,-0.766,-0.784,-0.775,-0.787,-0.702,-0.736,-0.649,-0.657,-0.606,-0.627,-0.543,-0.552,-0.496,-0.506,-0.437,-0.445,,,-0.237,-0.245,-0.112,-0.115,2191,-0.653,105.358261936518,0.48249999999999993,,-1.534,-1.55,-1.562,-1.438,-1.306,-1.233,-1.0950000000000002,-1.002,-0.882,,-0.482,-0.227,0.62,1.28125,1.35875,0.82375,1.44875,1.5175,0.93375,1.55875,1.00375,1.06375,1.11,1.1575,1.195,1.23625
NL0011220108,2019-09-30,EUR,105.289,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2115,,,-0.757,-0.791,-0.771,-0.784,-0.777,-0.792,-0.712,-0.736,-0.644,-0.661,-0.604,-0.621,-0.533,-0.547,-0.484,-0.499,-0.429,-0.436,,,-0.216,-0.221,-0.083,-0.093,2191,-0.6525000000000001,105.34747281120605,0.5055000000000001,,-1.548,-1.5550000000000002,-1.569,-1.448,-1.3050000000000002,-1.225,-1.08,-0.983,-0.865,,-0.437,-0.176,0.58,1.26375,1.34125,0.79125,1.43125,1.50125,0.9075,1.5425,0.985,1.0425,1.095,1.13875,1.1775,1.22
NL0011220108,2019-10-01,EUR,105.214,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2114,,,-0.748,-0.776,-0.752,-0.778,-0.762,-0.77,-0.697,-0.717,-0.621,-0.629,-0.58,-0.584,-0.506,-0.513,-0.451,-0.461,-0.389,-0.397,,,-0.172,-0.184,-0.034,-0.037,2191,-0.625,105.17713928032659,0.5485000000000001,,-1.524,-1.53,-1.532,-1.414,-1.25,-1.164,-1.0190000000000001,-0.912,-0.786,,-0.356,-0.07100000000000001,0.51125,1.2525,1.33125,0.75625,1.42125,1.4925,0.885,1.53625,0.9675,1.03,1.07875,1.1275,1.16375,1.205
NL0011220108,2019-10-02,EUR,105.162,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2113,,,-0.744,-0.786,-0.755,-0.768,-0.748,-0.784,-0.69,-0.724,-0.624,-0.632,-0.581,-0.585,-0.508,-0.513,-0.456,-0.459,-0.392,-0.397,,,-0.173,-0.185,-0.028,-0.04,2191,-0.628,105.19292203310751,0.5465,,-1.53,-1.5230000000000001,-1.532,-1.414,-1.256,-1.166,-1.021,-0.915,-0.789,,-0.358,-0.068,0.49,1.24875,1.3275,0.74125,1.4175,1.48875,0.87375,1.53125,0.96,1.02375,1.07375,1.1225,1.16125,1.2025
NL0011220108,2019-10-03,EUR,105.401,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2112,,,-0.76,-0.778,-0.751,-0.795,-0.784,-0.791,-0.732,-0.748,-0.67,-0.674,-0.63,-0.639,-0.563,-0.578,-0.519,-0.525,-0.455,-0.461,,,-0.248,-0.254,-0.11,-0.113,2191,-0.672,105.45877113322875,0.4635,,-1.538,-1.546,-1.5750000000000002,-1.48,-1.344,-1.2690000000000001,-1.141,-1.044,-0.916,,-0.502,-0.223,0.48375,1.22,1.29875,0.73375,1.39375,1.46875,0.85375,1.515,0.94,0.99875,1.0475,1.0975,1.1425,1.18
NL0011220108,2019-10-04,EUR,105.353,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2111,,,-0.746,-0.788,-0.757,-0.775,-0.772,-0.787,-0.73,-0.736,-0.656,-0.666,-0.62,-0.627,-0.55,-0.564,-0.507,-0.513,-0.443,-0.449,,,-0.229,-0.235,-0.086,-0.09,2191,-0.661,105.38900558680392,0.47250000000000014,,-1.534,-1.532,-1.5590000000000002,-1.466,-1.322,-1.2469999999999999,-1.1139999999999999,-1.02,-0.892,,-0.46399999999999997,-0.176,0.51,1.23375,1.31125,0.76,1.40625,1.4825,0.875,1.52625,0.95375,1.015,1.06125,1.1125,1.15625,1.1925
NL0011220108,2019-10-07,EUR,105.334,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2108,,,-0.755,-0.771,-0.754,-0.767,-0.771,-0.783,-0.727,-0.733,-0.655,-0.663,-0.616,-0.623,-0.548,-0.555,-0.499,-0.505,-0.436,-0.441,,,-0.213,-0.219,-0.066,-0.07,2191,-0.659,105.36901756349083,0.4840000000000001,,-1.526,-1.521,-1.554,-1.46,-1.318,-1.2389999999999999,-1.1030000000000002,-1.004,-0.877,,-0.432,-0.136,0.525,1.2375,1.315,0.775,1.41125,1.4875,0.885,1.535,0.9625,1.02375,1.0725,1.12,1.1625,1.19625
NL0011220108,2019-10-08,EUR,105.403,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2107,,,-0.737,-0.816,-0.766,-0.779,-0.786,-0.793,-0.732,-0.753,-0.666,-0.679,-0.629,-0.64,-0.567,-0.572,-0.516,-0.522,-0.449,-0.458,,,-0.221,-0.226,-0.075,-0.078,2191,-0.6725000000000001,105.44864129244559,0.46699999999999997,,-1.553,-1.545,-1.5790000000000002,-1.4849999999999999,-1.3450000000000002,-1.2690000000000001,-1.1389999999999998,-1.038,-0.907,,-0.447,-0.153,0.52875,1.24375,1.31875,0.77875,1.41375,1.48875,0.89,1.5325,0.9675,1.0325,1.0775,1.1275,1.17125,1.205
NL0011220108,2019-10-09,EUR,105.264,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2106,,,-0.738,-0.78,-0.749,-0.762,-0.762,-0.774,-0.718,-0.724,-0.646,-0.651,-0.607,-0.613,-0.534,-0.552,-0.49,-0.495,-0.426,-0.429,,,-0.192,-0.198,-0.042,-0.046,2191,-0.6485000000000001,105.29996112695834,0.48750000000000016,,-1.518,-1.5110000000000001,-1.536,-1.442,-1.2970000000000002,-1.22,-1.086,-0.985,-0.855,,-0.39,-0.088,0.57,1.2675,1.3425,0.815,1.4375,1.51,0.9325,1.55125,1.005,1.065,1.11,1.155,1.1975,1.2325
NL0011220108,2019-10-10,EUR,104.809,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2105,,,-0.695,-0.738,-0.687,-0.732,-0.702,-0.715,-0.644,-0.667,-0.573,-0.581,-0.534,-0.539,-0.462,-0.468,-0.413,-0.417,-0.345,-0.354,,,-0.119,-0.126,0.032,0.029,2191,-0.577,104.8639336868618,0.542,,-1.4329999999999998,-1.419,-1.4169999999999998,-1.311,-1.154,-1.073,-0.93,-0.83,-0.699,,-0.245,0.061,0.58,1.28,1.35375,0.82125,1.4475,1.52125,0.93875,1.565,1.01125,1.07375,1.12125,1.16875,1.21125,1.24625
NL0011220108,2019-10-11,EUR,104.686,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2104,,,-0.7,-0.716,-0.695,-0.708,-0.692,-0.702,-0.63,-0.653,-0.554,-0.562,-0.508,-0.513,-0.433,-0.438,-0.378,-0.381,-0.31,-0.319,,,-0.077,-0.089,0.083,0.079,2191,-0.558,104.7468086380342,0.5884999999999998,,-1.416,-1.403,-1.394,-1.283,-1.116,-1.021,-0.871,-0.759,-0.629,,-0.16599999999999998,0.162,0.59,1.3075,1.38125,0.84,1.47625,1.55125,0.965,1.595,1.0375,1.10375,1.15,1.1975,1.24,1.27625
NL0011220108,2019-10-14,EUR,104.701,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2101,,,-0.684,-0.703,-0.68,-0.706,-0.685,-0.7,-0.636,-0.642,-0.555,-0.564,-0.511,-0.518,-0.442,-0.448,-0.391,-0.396,-0.322,-0.33,,,-0.084,-0.09,0.068,0.064,2191,-0.5595,104.74897322330328,0.5485000000000001,,-1.387,-1.3860000000000001,-1.385,-1.278,-1.119,-1.029,-0.89,-0.787,-0.652,,-0.174,0.132,0.5675,1.295,1.36625,0.8175,1.46,1.53625,0.95,1.58125,1.0225,1.08625,1.135,1.1825,1.225,1.26125
NL0011220108,2019-10-15,EUR,104.698,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2100,,,-0.68,-0.7,-0.68,-0.693,-0.681,-0.689,-0.622,-0.645,-0.552,-0.557,-0.51,-0.514,-0.445,-0.451,-0.396,-0.404,-0.327,-0.335,,,-0.09,-0.096,0.066,0.063,2191,-0.5545,104.7165532419874,0.5355,,-1.38,-1.373,-1.37,-1.267,-1.109,-1.024,-0.896,-0.8,-0.662,,-0.186,0.129,0.59625,1.325,1.39625,0.84125,1.49,1.56625,0.97875,1.61125,1.055,1.11875,1.16625,1.21375,1.25625,1.29
NL0011220108,2019-10-16,EUR,104.397,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2099,,,-0.652,-0.695,-0.653,-0.671,-0.647,-0.657,-0.591,-0.598,-0.503,-0.515,-0.456,-0.466,-0.386,-0.391,-0.333,-0.337,-0.263,-0.272,,,-0.011,-0.017,0.147,0.144,2191,-0.509,104.44075598120781,0.6005,,-1.347,-1.324,-1.304,-1.189,-1.018,-0.922,-0.777,-0.67,-0.535,,-0.028,0.291,0.5975,1.335,1.40625,0.84375,1.50125,1.57625,0.98125,1.62,1.06,1.12625,1.175,1.2225,1.26625,1.3
NL0011220108,2019-10-17,EUR,104.365,Netherlands,NEDERLAND 0.25% 15-2025,2015-03-26,2015-07-15,2025-07-15,NL0011220108,STAAT DER NEDERLANDEN,ANNUAL,0.25,6705.159,DBFXXN,AAA,3764,NL0011220108 Netherlands 0.25% 15-2025,2098,,,-0.651,-0.671,-0.645,-0.658,-0.639,-0.647,-0.58,-0.594,-0.5,-0.505,-0.453,-0.461,-0.387,-0.392,-0.336,-0.34,-0.269,-0.274,,,-0.022,-0.033,0.131,0.127,2191,-0.5025,104.39962356725502,0.5805,,-1.322,-1.303,-1.286,-1.174,-1.005,-0.914,-0.779,-0.676,-0.543,,-0.055,0.258,0.595,1.33625,1.4075,0.8425,1.5025,1.57875,0.98125,1.6225,1.06125,1.1275,1.17625,1.22375,1.2675,1.30125
